eirzoningmodcat,modcat_id,FREQUENCY,SUM_ACRES,manual_county,juris,gg_id,tra_id,sesit_id,coc_id,ppa_id,exp2020_id,ex_res_bldg,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,res_rent_cat,job_out_cat
santa_claraNANADISNANAinNA,981,325,391.933528555,85,santa_clara,,,DIS,,,in,,,,,,,,,,
mountain_viewNANAHRANANAinNA,982,313,517.726954037,85,mountain_view,,,HRA,,,in,,,,,,,,,,
campbellGGNAHRADISNANAinNA,983,80,64.7475085701,85,campbell,GG,,HRADIS,,,in,,HM,,75.0,,,,,,
san_joseNAtra3NACoCNAinNA,984,982,2385.17459619,85,san_jose,,tra3,,CoC,,in,,,,,,,,,,
san_joseGGtra3NANANAinNA,985,799,1322.31424115,85,san_jose,GG,tra3,,,,in,,HM,,35.0,,,,,,
san_joseGGNANANANAinNA,986,344,907.633448259,85,san_jose,GG,,,,,in,,,,35.0,,,,,,
san_joseNAtra3DISCoCNAinNA,987,637,1120.90087026,85,san_jose,,tra3,DIS,CoC,,in,,,,,,,,,,
oaklandGGNADISCoCNAinNA,988,39,8.69887406596,1,oakland,GG,,DIS,CoC,,in,,,,35.0,,,,,,
berkeleyGGtra3DISNANAinNA,989,86,30.6932173955,1,berkeley,GG,tra3,DIS,,,in,,HM,,35.0,,,,,,
emeryvilleGGtra2aDISNANAinres,990,43,10.5951197882,1,emeryville,GG,tra2a,DIS,,,in,res,HM,,55.0,,,,,,
emeryvilleGGtra3NACoCNAinres,991,46,15.8525450208,1,emeryville,GG,tra3,,CoC,,in,res,,,,,,,,,
emeryvilleNAtra3NACoCNAinres,992,200,25.6342790246,1,emeryville,,tra3,,CoC,,in,res,,,,,,,,,
berkeleyGGtra2aHRACoCNAinres,993,580,68.754638222,1,berkeley,GG,tra2a,HRA,CoC,,in,res,,,,,,,,,
piedmontGGtra3HRANANAinres,994,185,50.4645578313,1,piedmont,GG,tra3,HRA,,,in,res,HM,,50.0,,,,,,
berkeleyGGtra2aHRACoCNAinNA,995,68,13.1610374638,1,berkeley,GG,tra2a,HRA,CoC,,in,,HM,,75.0,,,,,,
berkeleyGGtra2aDISCoCNAinNA,996,269,102.528375074,1,berkeley,GG,tra2a,DIS,CoC,,in,,HM,,55.0,,,,,,
alamedaGGtra3DISNANAinres,997,484,58.6112859723,1,alameda,GG,tra3,DIS,,,in,res,HM,,35.0,,,,,,
alamedaGGNADISNANAinres,998,250,29.7530580172,1,alameda,GG,,DIS,,,in,res,,,35.0,,,,,,
alamedaGGNANACoCNAinres,999,166,15.2145649514,1,alameda,GG,,,CoC,,in,res,,,,,,,,,
san_leandroGGNANANANAinres,1000,163,9.86176764814,1,san_leandro,GG,,,,,in,res,,,35.0,,,,,,
san_leandroNANADISNAppainNA,1001,159,291.998049308,1,san_leandro,,,DIS,,ppa,in,,,HM,,,,,,,
san_leandroNAtra3NACoCNAinNA,1002,70,100.323458489,1,san_leandro,,tra3,,CoC,,in,,,,,,,,,,
unincorporated_alamedaGGtra3DISCoCNAinunres,1003,221,63.1193023858,1,unincorporated_alameda,GG,tra3,DIS,CoC,,inun,res,,,,,,,,,
unincorporated_alamedaNANANACoCNAinunres,1004,1719,334.123826726,1,unincorporated_alameda,,,,CoC,,inun,res,,,,,,,,,
unincorporated_alamedaGGtra2aHRADISNANAinunNA,1005,52,12.5556044688,1,unincorporated_alameda,GG,tra2a,HRADIS,,,inun,,HS,,2.0,,,,,,
haywardGGNADISCoCNAinres,1006,225,68.1917552394,1,hayward,GG,,DIS,CoC,,in,res,,,,,,,,,
unincorporated_alamedaGGNADISNANAinunres,1007,743,109.701425922,1,unincorporated_alameda,GG,,DIS,,,inun,res,HS,,2.0,,,,,,
unincorporated_alamedaNANAHRADISNANAoutNA,1008,557,80339.2614517,1,unincorporated_alameda,,,HRADIS,,,out,,,,,,0.0,0.0,,,
haywardNANANANANAinNA,1009,499,1032.60736967,1,hayward,,,,,,in,,,,,,,,,,
union_cityNANADISNANAinNA,1010,161,6080.98723245,1,union_city,,,DIS,,,in,,,,,,,,,,
newarkNAtra2cNANANAinNA,1011,73,137.1798271,1,newark,,tra2c,,,,in,,,,,,,,,,
unincorporated_alamedaNANAHRADISNANAoutres,1012,325,6079.89871788,1,unincorporated_alameda,,,HRADIS,,,out,res,,,,,0.0,0.0,,,
livermoreGGtra3HRADISNANAinNA,1013,168,324.199292648,1,livermore,GG,tra3,HRADIS,,,in,,HM,,50.0,,,,,,
unincorporated_contra_costaGGNANANANAinunres,1014,112,46.9288234621,13,unincorporated_contra_costa,GG,,,,,inun,res,HS,,2.0,,,,,,
antiochGGNADISNANAinres,1015,210,51.602693232,13,antioch,GG,,DIS,,,in,res,,,35.0,,,,,,
antiochGGtra2aDISNANAinNA,1016,52,126.289465398,13,antioch,GG,tra2a,DIS,,,in,,HM,,55.0,,,,,,antioch
pinoleGGNADISNANAinres,1017,24,8.20738722749,13,pinole,GG,,DIS,,,in,res,,,35.0,,,,,,
antiochNANANACoCNAinres,1018,3219,505.115250747,13,antioch,,,,CoC,,in,res,,,,,,,,,
unincorporated_alamedaNANADISNANAexpmax_npres,1019,76,2147.20349335,1,unincorporated_alameda,,,DIS,,,expmax_np,res,,,,,0.0,0.0,,,
unincorporated_alamedaNANADISNANAexpmaxres,1020,11,197.808830451,1,unincorporated_alameda,,,DIS,,,expmax,res,,,,,0.0,0.0,,,
unincorporated_alamedaGGtra3DISNANAinunNA,1021,44,32.1123197286,1,unincorporated_alameda,GG,tra3,DIS,,,inun,,HS,,2.0,,,,,,
oaklandGGNAHRANANAinres,1022,75,8.82301427408,1,oakland,GG,,HRA,,,in,res,HM,,50.0,,,,,,
haywardGGtra3NACoCNAinNA,1023,191,107.583610056,1,hayward,GG,tra3,,CoC,,in,,HM,,35.0,,,,,,
haywardGGtra2aNACoCNAinNA,1024,394,124.221615575,1,hayward,GG,tra2a,,CoC,,in,,HM,,55.0,,,,,,
unincorporated_alamedaGGtra2aNACoCNAinunres,1025,142,35.7611258431,1,unincorporated_alameda,GG,tra2a,,CoC,,inun,res,,,,,,,,,
unincorporated_alamedaGGNANACoCNAinunNA,1026,20,11.6196682727,1,unincorporated_alameda,GG,,,CoC,,inun,,HS,,2.0,,,,,,
haywardNANANANAppainNA,1027,1217,2786.20611562,1,hayward,,,,,ppa,in,,,HM,,,,,,,
pacificaGGNAHRADISNANAinNA,1028,106,51.8826434517,81,pacifica,GG,,HRADIS,,,in,,HM,,50.0,,,,,,
haywardGGNANACoCNAinres,1029,557,107.262519989,1,hayward,GG,,,CoC,,in,res,,,,,,,,,
haywardGGNANACoCNAinNA,1030,154,162.639511014,1,hayward,GG,,,CoC,,in,,,,35.0,,,,,,
haywardNAtra3NANANAinNA,1031,426,452.454523838,1,hayward,,tra3,,,,in,,,,,,,,,,
haywardGGtra3DISNAppainNA,1032,64,92.542972158,1,hayward,GG,tra3,DIS,,ppa,in,,IW,HM,,2.0,,,,,
union_cityNAtra3DISNAppainNA,1033,59,155.007632939,1,union_city,,tra3,DIS,,ppa,in,,,HM,,,,,,,
haywardNANAHRANANAoutNA,1034,22,1403.83228801,1,hayward,,,HRA,,,out,,,,,,0.0,0.0,,,
union_cityNAtra3HRADISNANAinres,1035,34,4.28010669216,1,union_city,,tra3,HRADIS,,,in,res,,,,,,,,,
union_cityGGNAHRADISNANAinres,1036,347,47.4972074116,1,union_city,GG,,HRADIS,,,in,res,HM,,75.0,,,,,,
unincorporated_alamedaNANAHRADISNANAexp0res,1037,34,9.77344726431,1,unincorporated_alameda,,,HRADIS,,,exp0,res,,,,,0.0,0.0,,,
fremontNANADISNANAoutNA,1038,149,16392.6531723,1,fremont,,,DIS,,,out,,,,,,0.0,0.0,,,
fremontGGtra3HRADISNANAinres,1039,98,14.7967516031,1,fremont,GG,tra3,HRADIS,,,in,res,HM,,75.0,,,,,,
fremontNANAHRADISNANAoutres,1040,370,992.346375902,1,fremont,,,HRADIS,,,out,res,,,,,0.0,0.0,,,
unincorporated_contra_costaNAtra3DISCoCNAinunres,1041,621,137.337674986,13,unincorporated_contra_costa,,tra3,DIS,CoC,,inun,res,,,,,,,,,
fremontNAtra3DISNANAinres,1042,215,30.8200317683,1,fremont,,tra3,DIS,,,in,res,,,,,,,,,
dublinNANAHRANANAinNA,1043,143,189.117219511,1,dublin,,,HRA,,,in,,,,,,,,,,
livermoreGGtra3DISNANAinres,1044,225,95.8455964183,1,livermore,GG,tra3,DIS,,,in,res,HM,,35.0,,,,,,
union_cityNANAHRADISNANAinNA,1045,151,470.814871534,1,union_city,,,HRADIS,,,in,,,,,,,,,,
pleasantonNANAHRANANAoutres,1046,12,26.2707965949,1,pleasanton,,,HRA,,,out,res,,,,,0.0,0.0,,,
el_cerritoGGtra2aDISNANAinres,1047,400,45.8859310616,13,el_cerrito,GG,tra2a,DIS,,,in,res,HM,,55.0,,,,,,el_cerrito
martinezNANAHRANANAinNA,1048,78,150.458930469,13,martinez,,,HRA,,,in,,,,,,,,,,
martinezNANAHRANANAinres,1049,1003,245.474452449,13,martinez,,,HRA,,,in,res,,,,,,,,,
antiochNANANANANAinres,1050,743,140.728483641,13,antioch,,,,,,in,res,,,,,,,,,
unincorporated_contra_costaNAtra3DISNANAinunres,1051,702,117.278334528,13,unincorporated_contra_costa,,tra3,DIS,,,inun,res,HS,,2.0,,,,,,
berkeleyGGtra3HRADISNANAinNA,1052,119,45.2203432221,1,berkeley,GG,tra3,HRADIS,,,in,,HM,,50.0,,,,,,
berkeleyGGtra3HRANANAinNA,1053,375,122.774808814,1,berkeley,GG,tra3,HRA,,,in,,HM,,50.0,,,,,,
berkeleyNANAHRADISNANAinres,1054,1042,186.061283519,1,berkeley,,,HRADIS,,,in,res,,,,,,,,,
el_cerritoGGtra2aNACoCNAinres,1055,671,77.8093597162,13,el_cerrito,GG,tra2a,,CoC,,in,res,,,,,,,,,el_cerrito
el_cerritoNAtra3NANANAinres,1056,557,67.0509956255,13,el_cerrito,,tra3,,,,in,res,,,,,,,,,
unincorporated_contra_costaNAtra3DISNANAoutNA,1057,5,45.9317745467,13,unincorporated_contra_costa,,tra3,DIS,,,out,,,,,,0.0,0.0,,,
el_cerritoGGNAHRANANAinres,1058,818,220.586523417,13,el_cerrito,GG,,HRA,,,in,res,HM,,50.0,,,,,,
richmondNANANACoCNAinNA,1059,521,1109.74222582,13,richmond,,,,CoC,,in,,,,,,,,,,
richmondGGtra1NACoCNAinres,1060,1676,166.516885496,13,richmond,GG,tra1,,CoC,,in,res,,,,,,,,,richmond
concordNANAHRADISNANAinres,1061,2721,598.65913781,13,concord,,,HRADIS,,,in,res,,,,,,,,,
unincorporated_contra_costaNANANANANAexpmax_npres,1062,69,253.692762873,13,unincorporated_contra_costa,,,,,,expmax_np,res,,,,,0.0,0.0,,,
richmondGGtra3DISCoCNAinNA,1063,199,84.7389140004,13,richmond,GG,tra3,DIS,CoC,,in,,HM,,35.0,,,,,,
claytonNANAHRADISNANAinres,1064,2360,586.163929068,13,clayton,,,HRADIS,,,in,res,,,,,,,,,
concordGGNAHRADISNANAinres,1065,495,98.1815338156,13,concord,GG,,HRADIS,,,in,res,HM,,50.0,,,,,,
pleasant_hillNANADISNANAinNA,1066,271,234.809078989,13,pleasant_hill,,,DIS,,,in,,,,,,,,,,
concordNANADISCoCNAinres,1067,413,101.439221465,13,concord,,,DIS,CoC,,in,res,,,,,,,,,
concordNANADISNAppainNA,1068,276,547.646609885,13,concord,,,DIS,,ppa,in,,,HM,,,,,,,
unincorporated_contra_costaGGNADISNANAinunres,1069,394,91.454552961,13,unincorporated_contra_costa,GG,,DIS,,,inun,res,HS,,2.0,,,,,,
san_pabloGGtra3DISCoCNAinres,1070,603,106.362683894,13,san_pablo,GG,tra3,DIS,CoC,,in,res,,,,,,,,,
concordNANADISCoCNAinNA,1071,128,112.5668877,13,concord,,,DIS,CoC,,in,,,,,,,,,,
san_pabloGGtra3DISCoCNAinNA,1072,253,235.967516178,13,san_pablo,GG,tra3,DIS,CoC,,in,,HM,,35.0,,,,,,
san_pabloGGtra3NACoCNAinres,1073,2020,261.716435758,13,san_pablo,GG,tra3,,CoC,,in,res,,,,,,,,,
concordGGtra2aNACoCNAinNA,1074,201,75.3791711713,13,concord,GG,tra2a,,CoC,,in,,HM,,55.0,,,,,,concord
unincorporated_contra_costaGGtra3NACoCNAinunres,1075,157,19.5343996814,13,unincorporated_contra_costa,GG,tra3,,CoC,,inun,res,,,,,,,,,
alamedaNANADISNANAinNA,1076,10,25.3654645503,1,alameda,,,DIS,,,in,,,,,,,,,,
concordGGtra2aNACoCNAinres,1077,87,40.3049071671,13,concord,GG,tra2a,,CoC,,in,res,,,,,,,,,concord
richmondNANADISCoCNAinres,1078,760,128.518140171,13,richmond,,,DIS,CoC,,in,res,,,,,,,,,
richmondNANADISCoCNAinNA,1079,34,64.939684729,13,richmond,,,DIS,CoC,,in,,,,,,,,,,
martinezNANAHRADISNANAinres,1080,2648,614.302488633,13,martinez,,,HRADIS,,,in,res,,,,,,,,,
san_pabloNAtra3NACoCNAinres,1081,639,83.4377088475,13,san_pablo,,tra3,,CoC,,in,res,,,,,,,,,
unincorporated_contra_costaNANANANANAinunres,1082,2456,598.687601784,13,unincorporated_contra_costa,,,,,,inun,res,HS,,2.0,,,,,,
richmondNAtra3NANANAinres,1083,372,40.1728678665,13,richmond,,tra3,,,,in,res,,,,,,,,,
alamedaGGtra3NACoCNAinNA,1084,145,322.040269179,1,alameda,GG,tra3,,CoC,,in,,HM,,35.0,,,,,,
los_altosNANAHRADISNANAinres,1085,1446,434.69375214,85,los_altos,,,HRADIS,,,in,res,,,,,,,,,
sunnyvaleGGtra3HRANANAinNA,1086,261,391.665228543,85,sunnyvale,GG,tra3,HRA,,,in,,HM,,75.0,,,,,,
moragaGGNAHRADISNANAinres,1087,887,412.981748291,13,moraga,GG,,HRADIS,,,in,res,HM,,50.0,,,,,,
orindaGGNAHRADISNANAinres,1088,442,155.309190394,13,orinda,GG,,HRADIS,,,in,res,HM,,50.0,,,,,,
san_leandroGGNANACoCNAinres,1089,91,8.42499100938,1,san_leandro,GG,,,CoC,,in,res,,,,,,,,,
unincorporated_contra_costaGGNADISCoCNAinunres,1090,277,50.3397735781,13,unincorporated_contra_costa,GG,,DIS,CoC,,inun,res,,,,,,,,,
unincorporated_contra_costaNANADISCoCNAoutNA,1091,60,1780.88337789,13,unincorporated_contra_costa,,,DIS,CoC,,out,,,,,,0.0,0.0,,,
moragaNANAHRANANAinres,1092,1789,700.902006673,13,moraga,,,HRA,,,in,res,,,,,,,,,
moragaNANAHRADISNANAinres,1093,1403,597.227031067,13,moraga,,,HRADIS,,,in,res,,,,,,,,,
orindaNANAHRADISNANAinres,1094,449,261.680722289,13,orinda,,,HRADIS,,,in,res,,,,,,,,,
orindaGGNAHRANANAinres,1095,310,153.029168998,13,orinda,GG,,HRA,,,in,res,HM,,50.0,,,,,,
orindaNAtra2aHRANANAinres,1096,179,71.9075676609,13,orinda,,tra2a,HRA,,,in,res,,,,,,,,,
san_leandroNANANACoCppainNA,1097,530,1090.93402422,1,san_leandro,,,,CoC,ppa,in,,,HM,,,,,,,
orindaGGtra2aHRANANAinNA,1098,96,85.6858293562,13,orinda,GG,tra2a,HRA,,,in,,HM,,75.0,,,,,,
calistogaNANANACoCNAinres,1099,1175,714.206802272,55,calistoga,,,,CoC,,in,res,,,,,,,,,
walnut_creekGGtra2aHRANANAinres,1100,203,51.4270331961,13,walnut_creek,GG,tra2a,HRA,,,in,res,HM,,75.0,,,,,,
napaGGtra3NACoCNAinNA,1101,249,150.944679993,55,napa,GG,tra3,,CoC,,in,,HM,,35.0,,,,,,
st_helenaNANAHRANANAinres,1102,452,142.348273791,55,st_helena,,,HRA,,,in,res,,,,,,,,,
unincorporated_napaNANADISNANAexp2_npres,1103,6,14.3982732351,55,unincorporated_napa,,,DIS,,,exp2_np,res,,,,,0.0,0.0,,,
unincorporated_napaNANAHRANANAexpmax_npres,1104,195,633.10952258,55,unincorporated_napa,,,HRA,,,expmax_np,res,,,,,0.0,0.0,,,
unincorporated_napaNANAHRANANAexpmax_npNA,1105,73,3034.19300163,55,unincorporated_napa,,,HRA,,,expmax_np,,,,,,0.0,0.0,,,
napaGGNANANANAinNA,1106,19,12.3746732893,55,napa,GG,,,,,in,,,,35.0,,,,,,
unincorporated_napaNANADISNAppaexp0NA,1107,251,885.849078768,55,unincorporated_napa,,,DIS,,ppa,exp0,,,HM,,,0.0,0.0,,,
san_franciscoGGtra2cHRADISNANAinNA,1108,756,231.692598028,75,san_francisco,GG,tra2c,HRADIS,,,in,,HM,,75.0,,,,,,
daly_cityNAtra3NACoCNAinres,1109,556,109.239330294,81,daly_city,,tra3,,CoC,,in,res,,,,,,,,,
san_franciscoGGtra3DISCoCNAinres,1110,140,6.99122492138,75,san_francisco,GG,tra3,DIS,CoC,,in,res,,,,,,,,,
pacificaNANAHRANANAinres,1111,2843,534.678820744,81,pacifica,,,HRA,,,in,res,,,,,,,,,
san_franciscoGGtra1DISNANAinNA,1112,470,133.902156294,75,san_francisco,GG,tra1,DIS,,,in,,HM,,125.0,,,,,,
daly_cityGGtra3DISNANAinres,1113,956,77.1453760573,81,daly_city,GG,tra3,DIS,,,in,res,HM,,35.0,,,,,,
daly_cityGGtra3NANANAinres,1114,2535,182.342980562,81,daly_city,GG,tra3,,,,in,res,HM,,35.0,,,,,,
daly_cityGGtra1NANANAinres,1115,1860,131.921070702,81,daly_city,GG,tra1,,,,in,res,HM,,125.0,,,,,,
pacificaNANAHRADISNANAinres,1116,6773,1058.72500894,81,pacifica,,,HRADIS,,,in,res,,,,,,,,,
pacificaGGNAHRANANAinres,1117,979,119.927295309,81,pacifica,GG,,HRA,,,in,res,HM,,50.0,,,,,,
south_san_franciscoNAtra3DISNANAinres,1118,2234,271.859358736,81,south_san_francisco,,tra3,DIS,,,in,res,,,,,,,,,
south_san_franciscoGGtra3NANANAinres,1119,1246,185.941218482,81,south_san_francisco,GG,tra3,,,,in,res,HM,,35.0,,,,,,
millbraeNANAHRADISNANAinres,1120,2328,421.733743578,81,millbrae,,,HRADIS,,,in,res,,,,,,,,,
south_san_franciscoGGtra1NANANAinres,1121,1103,157.325340412,81,south_san_francisco,GG,tra1,,,,in,res,HM,,125.0,,,,,,
south_san_franciscoGGtra3DISNANAinres,1122,308,37.8535148795,81,south_san_francisco,GG,tra3,DIS,,,in,res,HM,,35.0,,,,,,
south_san_franciscoGGtra2bNACoCNAinNA,1123,379,313.794308927,81,south_san_francisco,GG,tra2b,,CoC,,in,,HM,,55.0,,,,,,
south_san_franciscoGGtra3NACoCNAinres,1124,371,38.1486973543,81,south_san_francisco,GG,tra3,,CoC,,in,res,,,,,,,,,
south_san_franciscoNAtra3NACoCNAinres,1125,1417,170.206139433,81,south_san_francisco,,tra3,,CoC,,in,res,,,,,,,,,
san_brunoNANADISNANAinres,1126,2020,372.232709295,81,san_bruno,,,DIS,,,in,res,,,,,,,,,
san_brunoGGtra2bNANANAinres,1127,302,30.4267106722,81,san_bruno,GG,tra2b,,,,in,res,HM,,55.0,,,,,,
san_brunoNAtra3DISNANAinres,1128,624,70.5960103674,81,san_bruno,,tra3,DIS,,,in,res,,,,,,,,,
san_brunoNAtra2bDISNANAinres,1129,579,54.9955834959,81,san_bruno,,tra2b,DIS,,,in,res,,,,,,,,,
burlingameGGtra2bHRANANAinres,1130,664,95.2484340591,81,burlingame,GG,tra2b,HRA,,,in,res,HM,,75.0,,,,,,
millbraeNAtra3HRANANAinres,1131,913,136.433244278,81,millbrae,,tra3,HRA,,,in,res,,,,,,,,,
millbraeGGtra1HRANANAinNA,1132,193,154.411059897,81,millbrae,GG,tra1,HRA,,,in,,HM,,125.0,,,,,,
millbraeNANAHRANANAinres,1133,1031,251.774863823,81,millbrae,,,HRA,,,in,res,,,,,,,,,
burlingameGGtra1HRANANAinNA,1134,45,49.5341089462,81,burlingame,GG,tra1,HRA,,,in,,HM,,125.0,,,,,,
san_mateoNAtra3HRACoCNAinres,1135,146,27.2529109191,81,san_mateo,,tra3,HRA,CoC,,in,res,,,,,,,,,
unincorporated_san_mateoNANAHRADISNANAinunres,1136,6323,1511.37833994,81,unincorporated_san_mateo,,,HRADIS,,,inun,res,HS,,2.0,,,,,,
burlingameNAtra3HRANANAinNA,1137,3,10.7926719693,81,burlingame,,tra3,HRA,,,in,,,,,,,,,,
burlingameGGtra3HRANANAinres,1138,1401,212.329773715,81,burlingame,GG,tra3,HRA,,,in,res,HM,,50.0,,,,,,
burlingameGGtra3HRADISNANAinres,1139,584,95.4133159116,81,burlingame,GG,tra3,HRADIS,,,in,res,HM,,50.0,,,,,,
burlingameGGtra3HRADISNANAinNA,1140,67,147.219481387,81,burlingame,GG,tra3,HRADIS,,,in,,HM,,50.0,,,,,,
burlingameNANAHRANANAinres,1141,1318,319.946737085,81,burlingame,,,HRA,,,in,res,,,,,,,,,
burlingameGGNAHRADISNANAinNA,1142,127,173.578194135,81,burlingame,GG,,HRADIS,,,in,,HM,,50.0,,,,,,
san_mateoNANAHRANANAinres,1143,4717,910.529775542,81,san_mateo,,,HRA,,,in,res,,,,,,,,,
san_mateoGGtra3HRANANAinres,1144,381,93.3188164084,81,san_mateo,GG,tra3,HRA,,,in,res,HM,,50.0,,,,,,
san_mateoGGtra3HRADISNANAinres,1145,1021,201.315775575,81,san_mateo,GG,tra3,HRADIS,,,in,res,HM,,50.0,,,,,,
san_mateoNAtra3HRADISNANAinres,1146,797,117.814284291,81,san_mateo,,tra3,HRADIS,,,in,res,,,,,,,,,
hillsboroughNAtra3HRADISNANAinres,1147,304,207.603896902,81,hillsborough,,tra3,HRADIS,,,in,res,,,,,,,,,
san_mateoNANANACoCNAinres,1148,1052,154.524308263,81,san_mateo,,,,CoC,,in,res,,,,,,,,,
san_mateoNANANANANAinres,1149,1709,283.350773855,81,san_mateo,,,,,,in,res,,,,,,,,,
san_mateoGGtra2bDISNANAinres,1150,475,69.1698526026,81,san_mateo,GG,tra2b,DIS,,,in,res,HM,,55.0,,,,,,
san_mateoNANADISNANAinres,1151,1627,212.494540097,81,san_mateo,,,DIS,,,in,res,,,,,,,,,
belmontGGtra2bHRANANAinNA,1152,149,70.6574911024,81,belmont,GG,tra2b,HRA,,,in,,HM,,100.0,,,,,,
san_mateoNANAHRANANAinNA,1153,187,565.458609371,81,san_mateo,,,HRA,,,in,,,,,,,,,,
san_mateoNAtra3DISNANAinres,1154,833,116.144030137,81,san_mateo,,tra3,DIS,,,in,res,,,,,,,,,
san_mateoGGtra3DISNANAinres,1155,424,64.392553861,81,san_mateo,GG,tra3,DIS,,,in,res,HM,,35.0,,,,,,
san_mateoGGtra3DISNANAinNA,1156,65,16.7555404267,81,san_mateo,GG,tra3,DIS,,,in,,HM,,35.0,,,,,,
san_mateoNANAHRADISNANAinres,1157,1491,265.012791762,81,san_mateo,,,HRADIS,,,in,res,,,,,,,,,
san_mateoGGtra2aHRADISNANAinres,1158,1024,176.057283591,81,san_mateo,GG,tra2a,HRADIS,,,in,res,HM,,75.0,,,,,,
belmontNAtra2bHRANANAinres,1159,248,38.4696468891,81,belmont,,tra2b,HRA,,,in,res,,,,,,,,,
belmontGGtra2bHRANANAinres,1160,474,107.563496522,81,belmont,GG,tra2b,HRA,,,in,res,HM,,100.0,,,,,,
belmontNAtra3HRANANAinres,1161,2130,377.8803865,81,belmont,,tra3,HRA,,,in,res,,,,,,,,,
belmontNANAHRANANAinres,1162,1705,303.171358008,81,belmont,,,HRA,,,in,res,,,,,,,,,
half_moon_bayNANAHRADISNANAinres,1163,774,188.434580974,81,half_moon_bay,,,HRADIS,,,in,res,,,,,,,,,
san_carlosNANAHRANANAinres,1164,2392,389.865916196,81,san_carlos,,,HRA,,,in,res,,,,,,,,,
san_carlosGGNAHRANANAinres,1165,825,146.656562922,81,san_carlos,GG,,HRA,,,in,res,HM,,75.0,,,,,,
san_carlosGGNAHRADISNANAinres,1166,648,133.715764181,81,san_carlos,GG,,HRADIS,,,in,res,HM,,75.0,,,,,,
san_carlosGGtra3HRANANAinres,1167,666,97.6766872105,81,san_carlos,GG,tra3,HRA,,,in,res,HM,,75.0,,,,,,
san_carlosNAtra3HRANANAinres,1168,1112,166.9013001,81,san_carlos,,tra3,HRA,,,in,res,,,,,,,,,
redwood_cityNAtra3HRANANAinres,1169,933,153.231483497,81,redwood_city,,tra3,HRA,,,in,res,,,,,,,,,
redwood_cityGGtra3HRANANAinres,1170,469,111.238831107,81,redwood_city,GG,tra3,HRA,,,in,res,HM,,75.0,,,,,,
redwood_cityNANAHRANANAinres,1171,2096,426.123226846,81,redwood_city,,,HRA,,,in,res,,,,,,,,,
redwood_cityNAtra3HRADISNANAinres,1172,1615,319.16040996,81,redwood_city,,tra3,HRADIS,,,in,res,,,,,,,,,
redwood_cityGGtra3HRADISNANAinNA,1173,31,16.2987149934,81,redwood_city,GG,tra3,HRADIS,,,in,,HM,,75.0,,,,,,
redwood_cityNANANACoCNAinNA,1174,55,41.9763309994,81,redwood_city,,,,CoC,,in,,,,,,,,,,
redwood_cityNAtra3NACoCNAinres,1175,931,138.614822385,81,redwood_city,,tra3,,CoC,,in,res,,,,,,,,,
half_moon_bayNANADISNANAinres,1176,2375,456.676380346,81,half_moon_bay,,,DIS,,,in,res,,,,,,,,,
redwood_cityNANANACoCNAinres,1177,663,96.4762257902,81,redwood_city,,,,CoC,,in,res,,,,,,,,,
unincorporated_san_mateoGGNANACoCNAinunNA,1178,183,85.0433066818,81,unincorporated_san_mateo,GG,,,CoC,,inun,,HS,,2.0,,,,,,
unincorporated_san_mateoGGNANACoCNAinunres,1179,743,102.223997652,81,unincorporated_san_mateo,GG,,,CoC,,inun,res,,,,,,,,,
redwood_cityNANADISCoCNAinres,1180,1006,158.398722742,81,redwood_city,,,DIS,CoC,,in,res,,,,,,,,,
menlo_parkNANANACoCNAinres,1181,1399,213.251576378,81,menlo_park,,,,CoC,,in,res,,,,,,,,,
redwood_cityNANAHRADISNANAinres,1182,882,222.619384802,81,redwood_city,,,HRADIS,,,in,res,,,,,,,,,
redwood_cityGGNAHRADISNANAinres,1183,1641,316.321113644,81,redwood_city,GG,,HRADIS,,,in,res,HM,,75.0,,,,,,
redwood_cityGGNAHRANANAinres,1184,1326,211.734429369,81,redwood_city,GG,,HRA,,,in,res,HM,,75.0,,,,,,
redwood_cityNANADISNANAinres,1185,1387,285.757389731,81,redwood_city,,,DIS,,,in,res,,,,,,,,,
redwood_cityNANANANANAinres,1186,488,80.3188862637,81,redwood_city,,,,,,in,res,,,,,,,,,
athertonNAtra3NANANAinres,1187,277,284.905704956,81,atherton,,tra3,,,,in,res,,,,,,,,,
unincorporated_san_mateoGGNADISNANAinunres,1188,953,143.305863553,81,unincorporated_san_mateo,GG,,DIS,,,inun,res,HS,,2.0,,,,,,
unincorporated_san_mateoGGNADISNANAinunNA,1189,63,28.1212647273,81,unincorporated_san_mateo,GG,,DIS,,,inun,,HS,,2.0,,,,,,
athertonGGtra3HRANANAinres,1190,389,245.272238112,81,atherton,GG,tra3,HRA,,,in,res,HM,,75.0,,,,,,
menlo_parkGGtra2bHRANANAinres,1191,681,119.038403262,81,menlo_park,GG,tra2b,HRA,,,in,res,HM,,100.0,,,,,,
menlo_parkGGNAHRANANAinres,1192,447,63.0731032807,81,menlo_park,GG,,HRA,,,in,res,HM,,75.0,,,,,,
east_palo_altoNANANACoCNAinres,1193,3253,527.408251024,81,east_palo_alto,,,,CoC,,in,res,,,,,,,,,
unincorporated_san_mateoNANANANANAinunres,1194,1711,367.768597793,81,unincorporated_san_mateo,,,,,,inun,res,HS,,2.0,,,,,,
