TAZ,2010,2015,2020,2025,2030,2035,2040,2045,2050
201037,1,1,1,1,1,1,1,1,1
201038,1,1,1,1,1,1,1,1,1
201039,1,1,1,1,1,1,1,1,1
201040,1,1,1,1,1,1,1,1,1
201041,1,1,1,1,1,1,1,1,1
201042,1,1,1,1,1,1,1,1,1
201043,1,1,1,1,1,1,1,1,1
201044,1,1,1,1,1,1,1,1,1
201046,1,1,1,1,1,1,1,1,1
201047,1,1,1,1,1,1,1,1,1
201048,1,1,1,1,1,1,1,1,1
201049,1,1,1,1,1,1,1,1,1
201050,1,1,1,1,1,1,1,1,1
201051,1,1,1,1,1,1,1,1,1
201052,1,1,1,1,1,1,1,1,1
201053,1,1,1,1,1,1,1,1,1
201054,1,1,1,1,1,1,1,1,1
201055,1,1,1,1,1,1,1,1,1
201056,1,1,1,1,1,1,1,1,1
201057,1,1,1,1,1,1,1,1,1
201058,1,1,1,1,1,1,1,1,1
201059,1,1,1,1,1,1,1,1,1
201060,1,1,1,1,1,1,1,1,1
201061,1,1,1,1,1,1,1,1,1
201062,1,1,1,1,1,1,1,1,1
201063,1,1,1,1,1,1,1,1,1
201064,1,1,1,1,1,1,1,1,1
201065,1,1,1,1,1,1,1,1,1
201066,1,1,1,1,1,1,1,1,1
201068,1,1,1,1,1,1,1,1,1
201069,1,1,1,1,1,1,1,1,1
201070,1,1,1,1,1,1,1,1,1
201071,1,1,1,1,1,1,1,1,1
201072,1,1,1,1,1,1,1,1,1
201073,1,1,1,1,1,1,1,1,1
201074,1,1,1,1,1,1,1,1,1
201075,1,1,1,1,1,1,1,1,1
201076,1,1,1,1,1,1,1,1,1
201077,1,1,1,1,1,1,1,1,1
201078,1,1,1,1,1,1,1,1,1
201079,1,1,1,1,1,1,1,1,1
201080,1,1,1,1,1,1,1,1,1
201081,1,1,1,1,1,1,1,1,1
201082,1,1,1,1,1,1,1,1,1
201083,1,1,1,1,1,1,1,1,1
201084,1,1,1,1,1,1,1,1,1
201085,1,1,1,1,1,1,1,1,1
201086,1,1,1,1,1,1,1,1,1
201087,1,1,1,1,1,1,1,1,1
201088,1,1,1,1,1,1,1,1,1
201089,1,1,1,1,1,1,1,1,1
201090,1,1,1,1,1,1,1,1,1
201091,1,1,1,1,1,1,1,1,1
201092,1,1,1,1,1,1,1,1,1
201093,1,1,1,1,1,1,1,1,1
300001,1,1,1,1,1,1,1,1,1
300002,1,1,1,1,1,1,1,1,1
300003,1,1,1,1,1,1,1,1,1
300004,1,1,1,1,1,1,1,1,1
300005,1,1,1,1,1,1,1,1,1
300006,1,1,1,1,1,1,1,1,1
300007,1,1,1,1,1,1,1,1,1
300008,1,1,1,1,1,1,1,1,1
300009,1,1,1,1,1,1,1,1,1
300010,1,1,1,1,1,1,1,1,1
300011,1,1,1,1,1,1,1,1,1
300012,1,1,1,1,1,1,1,1,1
300013,1,1,1,1,1,1,1,1,1
300014,1,1,1,1,1,1,1,1,1
300015,1,1,1,1,1,1,1,1,1
300016,1,1,1,1,1,1,1,1,1
300017,1,1,1,1,1,1,1,1,1
300018,1,1,1,1,1,1,1,1,1
300019,1,1,1,1,1,1,1,1,1
300020,1,1,1,1,1,1,1,1,1
300021,1,1,1,1,1,1,1,1,1
300022,1,1,1,1,1,1,1,1,1
300023,1,1,1,1,1,1,1,1,1
300024,1,1,1,1,1,1,1,1,1
300025,1,1,1,1,1,1,1,1,1
300026,1,1,1,1,1,1,1,1,1
300027,1,1,1,1,1,1,1,1,1
300028,1,1,1,1,1,1,1,1,1
300029,1,1,1,1,1,1,1,1,1
300030,1,1,1,1,1,1,1,1,1
300031,1,1,1,1,1,1,1,1,1
300032,1,1,1,1,1,1,1,1,1
300033,1,1,1,1,1,1,1,1,1
300034,1,1,1,1,1,1,1,1,1
300035,1,1,1,1,1,1,1,1,1
300036,1,1,1,1,1,1,1,1,1
300037,1,1,1,1,1,1,1,1,1
300038,1,1,1,1,1,1,1,1,1
300039,1,1,1,1,1,1,1,1,1
300040,1,1,1,1,1,1,1,1,1
300041,1,1,1,1,1,1,1,1,1
300042,1,1,1,1,1,1,1,1,1
300043,1,1,1,1,1,1,1,1,1
300044,1,1,1,1,1,1,1,1,1
300046,1,1,1,1,1,1,1,1,1
300047,1,1,1,1,1,1,1,1,1
300048,1,1,1,1,1,1,1,1,1
300049,1,1,1,1,1,1,1,1,1
300050,1,1,1,1,1,1,1,1,1
300051,1,1,1,1,1,1,1,1,1
300052,1,1,1,1,1,1,1,1,1
300053,1,1,1,1,1,1,1,1,1
300054,1,1,1,1,1,1,1,1,1
300055,1,1,1,1,1,1,1,1,1
300056,1,1,1,1,1,1,1,1,1
300057,1,1,1,1,1,1,1,1,1
300058,1,1,1,1,1,1,1,1,1
300059,1,1,1,1,1,1,1,1,1
300060,1,1,1,1,1,1,1,1,1
300061,1,1,1,1,1,1,1,1,1
300062,1,1,1,1,1,1,1,1,1
300063,1,1,1,1,1,1,1,1,1
300064,1,1,1,1,1,1,1,1,1
300065,1,1,1,1,1,1,1,1,1
300066,1,1,1,1,1,1,1,1,1
300067,1,1,1,1,1,1,1,1,1
300068,1,1,1,1,1,1,1,1,1
300069,1,1,1,1,1,1,1,1,1
300070,1,1,1,1,1,1,1,1,1
300071,1,1,1,1,1,1,1,1,1
300072,1,1,1,1,1,1,1,1,1
300073,1,1,1,1,1,1,1,1,1
300074,1,1,1,1,1,1,1,1,1
300075,1,1,1,1,1,1,1,1,1
300076,1,1,1,1,1,1,1,1,1
300077,1,1,1,1,1,1,1,1,1
300078,1,1,1,1,1,1,1,1,1
300079,1,1,1,1,1,1,1,1,1
300080,1,1,1,1,1,1,1,1,1
300081,1,1,1,1,1,1,1,1,1
300082,1,1,1,1,1,1,1,1,1
300083,1,1,1,1,1,1,1,1,1
300084,1,1,1,1,1,1,1,1,1
300085,1,1,1,1,1,1,1,1,1
300086,1,1,1,1,1,1,1,1,1
300087,1,1,1,1,1,1,1,1,1
300088,1,1,1,1,1,1,1,1,1
300089,1,1,1,1,1,1,1,1,1
300090,1,1,1,1,1,1,1,1,1
300092,1,1,1,1,1,1,1,1,1
300093,1,1,1,1,1,1,1,1,1
300094,1,1,1,1,1,1,1,1,1
300095,1,1,1,1,1,1,1,1,1
300096,1,1,1,1,1,1,1,1,1
300097,1,1,1,1,1,1,1,1,1
300098,1,1,1,1,1,1,1,1,1
300099,1,1,1,1,1,1,1,1,1
300100,1,1,1,1,1,1,1,1,1
300101,1,1,1,1,1,1,1,1,1
300102,1,1,1,1,1,1,1,1,1
300103,1,1,1,1,1,1,1,1,1
300104,1,1,1,1,1,1,1,1,1
300105,1,1,1,1,1,1,1,1,1
300106,1,1,1,1,1,1,1,1,1
300107,1,1,1,1,1,1,1,1,1
300108,1,1,1,1,1,1,1,1,1
300109,1,1,1,1,1,1,1,1,1
300110,1,1,1,1,1,1,1,1,1
300111,1,1,1,1,1,1,1,1,1
300112,1,1,1,1,1,1,1,1,1
300113,1,1,1,1,1,1,1,1,1
300114,1,1,1,1,1,1,1,1,1
300115,1,1,1,1,1,1,1,1,1
300116,1,1,1,1,1,1,1,1,1
300118,1,1,1,1,1,1,1,1,1
300119,1,1,1,1,1,1,1,1,1
300120,1,1,1,1,1,1,1,1,1
300121,1,1,1,1,1,1,1,1,1
300122,1,1,1,1,1,1,1,1,1
300123,1,1,1,1,1,1,1,1,1
300124,1,1,1,1,1,1,1,1,1
300125,1,1,1,1,1,1,1,1,1
300126,1,1,1,1,1,1,1,1,1
300127,1,1,1,1,1,1,1,1,1
300128,1,1,1,1,1,1,1,1,1
300129,1,1,1,1,1,1,1,1,1
300130,1,1,1,1,1,1,1,1,1
300131,1,1,1,1,1,1,1,1,1
300132,1,1,1,1,1,1,1,1,1
300133,1,1,1,1,1,1,1,1,1
300134,1,1,1,1,1,1,1,1,1
300135,1,1,1,1,1,1,1,1,1
300136,1,1,1,1,1,1,1,1,1
300137,1,1,1,1,1,1,1,1,1
300138,1,1,1,1,1,1,1,1,1
300139,1,1,1,1,1,1,1,1,1
300140,1,1,1,1,1,1,1,1,1
300141,1,1,1,1,1,1,1,1,1
300142,1,1,1,1,1,1,1,1,1
300143,1,1,1,1,1,1,1,1,1
300144,1,1,1,1,1,1,1,1,1
300145,1,1,1,1,1,1,1,1,1
300146,1,1,1,1,1,1,1,1,1
300147,1,1,1,1,1,1,1,1,1
300148,1,1,1,1,1,1,1,1,1
300149,1,1,1,1,1,1,1,1,1
300150,1,1,1,1,1,1,1,1,1
300151,1,1,1,1,1,1,1,1,1
300152,1,1,1,1,1,1,1,1,1
300153,1,1,1,1,1,1,1,1,1
300154,1,1,1,1,1,1,1,1,1
300155,1,1,1,1,1,1,1,1,1
300156,1,1,1,1,1,1,1,1,1
300157,1,1,1,1,1,1,1,1,1
300158,1,1,1,1,1,1,1,1,1
300159,1,1,1,1,1,1,1,1,1
300160,1,1,1,1,1,1,1,1,1
300161,1,1,1,1,1,1,1,1,1
300162,1,1,1,1,1,1,1,1,1
300163,1,1,1,1,1,1,1,1,1
300164,1,1,1,1,1,1,1,1,1
300165,1,1,1,1,1,1,1,1,1
300166,1,1,1,1,1,1,1,1,1
300167,1,1,1,1,1,1,1,1,1
300168,1,1,1,1,1,1,1,1,1
300169,1,1,1,1,1,1,1,1,1
300170,1,1,1,1,1,1,1,1,1
300171,1,1,1,1,1,1,1,1,1
300172,1,1,1,1,1,1,1,1,1
300173,1,1,1,1,1,1,1,1,1
300174,1,1,1,1,1,1,1,1,1
300175,1,1,1,1,1,1,1,1,1
300176,1,1,1,1,1,1,1,1,1
300177,1,1,1,1,1,1,1,1,1
300178,1,1,1,1,1,1,1,1,1
300179,1,1,1,1,1,1,1,1,1
300180,1,1,1,1,1,1,1,1,1
300181,1,1,1,1,1,1,1,1,1
300182,1,1,1,1,1,1,1,1,1
300183,1,1,1,1,1,1,1,1,1
300184,1,1,1,1,1,1,1,1,1
300185,1,1,1,1,1,1,1,1,1
300186,1,1,1,1,1,1,1,1,1
300187,1,1,1,1,1,1,1,1,1
300188,1,1,1,1,1,1,1,1,1
300189,1,1,1,1,1,1,1,1,1
300190,1,1,1,1,1,1,1,1,1
300191,1,1,1,1,1,1,1,1,1
300192,1,1,1,1,1,1,1,1,1
300193,1,1,1,1,1,1,1,1,1
300194,1,1,1,1,1,1,1,1,1
300195,1,1,1,1,1,1,1,1,1
300196,1,1,1,1,1,1,1,1,1
300197,1,1,1,1,1,1,1,1,1
300198,1,1,1,1,1,1,1,1,1
300199,1,1,1,1,1,1,1,1,1
300200,1,1,1,1,1,1,1,1,1
300201,1,1,1,1,1,1,1,1,1
300202,1,1,1,1,1,1,1,1,1
300203,1,1,1,1,1,1,1,1,1
300204,1,1,1,1,1,1,1,1,1
300205,1,1,1,1,1,1,1,1,1
300206,1,1,1,1,1,1,1,1,1
300207,1,1,1,1,1,1,1,1,1
300208,1,1,1,1,1,1,1,1,1
300209,1,1,1,1,1,1,1,1,1
300210,1,1,1,1,1,1,1,1,1
300211,1,1,1,1,1,1,1,1,1
300212,1,1,1,1,1,1,1,1,1
300213,1,1,1,1,1,1,1,1,1
300214,1,1,1,1,1,1,1,1,1
300215,1,1,1,1,1,1,1,1,1
300216,1,1,1,1,1,1,1,1,1
300217,1,1,1,1,1,1,1,1,1
300218,1,1,1,1,1,1,1,1,1
300219,1,1,1,1,1,1,1,1,1
300220,1,1,1,1,1,1,1,1,1
300221,1,1,1,1,1,1,1,1,1
300222,1,1,1,1,1,1,1,1,1
300223,1,1,1,1,1,1,1,1,1
300224,1,1,1,1,1,1,1,1,1
300225,1,1,1,1,1,1,1,1,1
300226,1,1,1,1,1,1,1,1,1
300227,1,1,1,1,1,1,1,1,1
300228,1,1,1,1,1,1,1,1,1
300229,1,1,1,1,1,1,1,1,1
300230,1,1,1,1,1,1,1,1,1
300231,1,1,1,1,1,1,1,1,1
300232,1,1,1,1,1,1,1,1,1
300233,1,1,1,1,1,1,1,1,1
300234,1,1,1,1,1,1,1,1,1
300235,1,1,1,1,1,1,1,1,1
300236,1,1,1,1,1,1,1,1,1
300237,1,1,1,1,1,1,1,1,1
300238,1,1,1,1,1,1,1,1,1
300239,1,1,1,1,1,1,1,1,1
300240,1,1,1,1,1,1,1,1,1
300241,1,1,1,1,1,1,1,1,1
300242,1,1,1,1,1,1,1,1,1
300243,1,1,1,1,1,1,1,1,1
300244,1,1,1,1,1,1,1,1,1
300245,1,1,1,1,1,1,1,1,1
300246,1,1,1,1,1,1,1,1,1
300247,1,1,1,1,1,1,1,1,1
300248,1,1,1,1,1,1,1,1,1
300249,1,1,1,1,1,1,1,1,1
300250,1,1,1,1,1,1,1,1,1
300251,1,1,1,1,1,1,1,1,1
300252,1,1,1,1,1,1,1,1,1
300253,1,1,1,1,1,1,1,1,1
300254,1,1,1,1,1,1,1,1,1
300255,1,1,1,1,1,1,1,1,1
300256,1,1,1,1,1,1,1,1,1
300257,1,1,1,1,1,1,1,1,1
300258,1,1,1,1,1,1,1,1,1
300259,1,1,1,1,1,1,1,1,1
300260,1,1,1,1,1,1,1,1,1
300261,1,1,1,1,1,1,1,1,1
300262,1,1,1,1,1,1,1,1,1
300263,1,1,1,1,1,1,1,1,1
300264,1,1,1,1,1,1,1,1,1
300265,1,1,1,1,1,1,1,1,1
300266,1,1,1,1,1,1,1,1,1
300267,1,1,1,1,1,1,1,1,1
300268,1,1,1,1,1,1,1,1,1
300269,1,1,1,1,1,1,1,1,1
300270,1,1,1,1,1,1,1,1,1
300271,1,1,1,1,1,1,1,1,1
300272,1,1,1,1,1,1,1,1,1
300273,1,1,1,1,1,1,1,1,1
300274,1,1,1,1,1,1,1,1,1
300275,1,1,1,1,1,1,1,1,1
300276,1,1,1,1,1,1,1,1,1
300277,1,1,1,1,1,1,1,1,1
300279,1,1,1,1,1,1,1,1,1
300280,1,1,1,1,1,1,1,1,1
300281,1,1,1,1,1,1,1,1,1
300282,1,1,1,1,1,1,1,1,1
300283,1,1,1,1,1,1,1,1,1
300284,1,1,1,1,1,1,1,1,1
300286,1,1,1,1,1,1,1,1,1
300287,1,1,1,1,1,1,1,1,1
300288,1,1,1,1,1,1,1,1,1
300289,1,1,1,1,1,1,1,1,1
300290,1,1,1,1,1,1,1,1,1
300291,1,1,1,1,1,1,1,1,1
300292,1,1,1,1,1,1,1,1,1
300293,1,1,1,1,1,1,1,1,1
300295,1,1,1,1,1,1,1,1,1
300296,1,1,1,1,1,1,1,1,1
300297,1,1,1,1,1,1,1,1,1
300298,1,1,1,1,1,1,1,1,1
300299,1,1,1,1,1,1,1,1,1
300300,1,1,1,1,1,1,1,1,1
300301,1,1,1,1,1,1,1,1,1
300302,1,1,1,1,1,1,1,1,1
300303,1,1,1,1,1,1,1,1,1
300304,1,1,1,1,1,1,1,1,1
300305,1,1,1,1,1,1,1,1,1
300306,1,1,1,1,1,1,1,1,1
300307,1,1,1,1,1,1,1,1,1
300308,1,1,1,1,1,1,1,1,1
300309,1,1,1,1,1,1,1,1,1
300310,1,1,1,1,1,1,1,1,1
300311,1,1,1,1,1,1,1,1,1
300312,1,1,1,1,1,1,1,1,1
300313,1,1,1,1,1,1,1,1,1
300314,1,1,1,1,1,1,1,1,1
300315,1,1,1,1,1,1,1,1,1
300316,1,1,1,1,1,1,1,1,1
300317,1,1,1,1,1,1,1,1,1
300318,1,1,1,1,1,1,1,1,1
300319,1,1,1,1,1,1,1,1,1
300320,1,1,1,1,1,1,1,1,1
300321,1,1,1,1,1,1,1,1,1
300322,1,1,1,1,1,1,1,1,1
300323,1,1,1,1,1,1,1,1,1
300324,1,1,1,1,1,1,1,1,1
300325,1,1,1,1,1,1,1,1,1
300326,1,1,1,1,1,1,1,1,1
300327,1,1,1,1,1,1,1,1,1
300328,1,1,1,1,1,1,1,1,1
300329,1,1,1,1,1,1,1,1,1
300330,1,1,1,1,1,1,1,1,1
300331,1,1,1,1,1,1,1,1,1
300332,1,1,1,1,1,1,1,1,1
300333,1,1,1,1,1,1,1,1,1
300334,1,1,1,1,1,1,1,1,1
300335,1,1,1,1,1,1,1,1,1
300336,1,1,1,1,1,1,1,1,1
300337,1,1,1,1,1,1,1,1,1
300338,1,1,1,1,1,1,1,1,1
300339,1,1,1,1,1,1,1,1,1
300340,1,1,1,1,1,1,1,1,1
300341,1,1,1,1,1,1,1,1,1
300342,1,1,1,1,1,1,1,1,1
300343,1,1,1,1,1,1,1,1,1
300344,1,1,1,1,1,1,1,1,1
300345,1,1,1,1,1,1,1,1,1
300346,1,1,1,1,1,1,1,1,1
300347,1,1,1,1,1,1,1,1,1
300348,1,1,1,1,1,1,1,1,1
300349,1,1,1,1,1,1,1,1,1
300350,1,1,1,1,1,1,1,1,1
300351,1,1,1,1,1,1,1,1,1
300352,1,1,1,1,1,1,1,1,1
300353,1,1,1,1,1,1,1,1,1
300354,1,1,1,1,1,1,1,1,1
300355,1,1,1,1,1,1,1,1,1
300356,1,1,1,1,1,1,1,1,1
300357,1,1,1,1,1,1,1,1,1
300358,1,1,1,1,1,1,1,1,1
300359,1,1,1,1,1,1,1,1,1
300360,1,1,1,1,1,1,1,1,1
300361,1,1,1,1,1,1,1,1,1
300362,1,1,1,1,1,1,1,1,1
300363,1,1,1,1,1,1,1,1,1
300364,1,1,1,1,1,1,1,1,1
300365,1,1,1,1,1,1,1,1,1
300366,1,1,1,1,1,1,1,1,1
300367,1,1,1,1,1,1,1,1,1
300368,1,1,1,1,1,1,1,1,1
300369,1,1,1,1,1,1,1,1,1
300370,1,1,1,1,1,1,1,1,1
300371,1,1,1,1,1,1,1,1,1
300372,1,1,1,1,1,1,1,1,1
300373,1,1,1,1,1,1,1,1,1
300374,1,1,1,1,1,1,1,1,1
300375,1,1,1,1,1,1,1,1,1
300376,1,1,1,1,1,1,1,1,1
300377,1,1,1,1,1,1,1,1,1
300378,1,1,1,1,1,1,1,1,1
300379,1,1,1,1,1,1,1,1,1
300380,1,1,1,1,1,1,1,1,1
300381,1,1,1,1,1,1,1,1,1
300382,1,1,1,1,1,1,1,1,1
300383,1,1,1,1,1,1,1,1,1
300384,1,1,1,1,1,1,1,1,1
300385,1,1,1,1,1,1,1,1,1
300386,1,1,1,1,1,1,1,1,1
300387,1,1,1,1,1,1,1,1,1
300388,1,1,1,1,1,1,1,1,1
300389,1,1,1,1,1,1,1,1,1
300390,1,1,1,1,1,1,1,1,1
300391,1,1,1,1,1,1,1,1,1
300392,1,1,1,1,1,1,1,1,1
300393,1,1,1,1,1,1,1,1,1
300394,1,1,1,1,1,1,1,1,1
300395,1,1,1,1,1,1,1,1,1
300396,1,1,1,1,1,1,1,1,1
300397,1,1,1,1,1,1,1,1,1
300398,1,1,1,1,1,1,1,1,1
300399,1,1,1,1,1,1,1,1,1
300400,1,1,1,1,1,1,1,1,1
300401,1,1,1,1,1,1,1,1,1
300402,1,1,1,1,1,1,1,1,1
300403,1,1,1,1,1,1,1,1,1
300404,1,1,1,1,1,1,1,1,1
300405,1,1,1,1,1,1,1,1,1
300406,1,1,1,1,1,1,1,1,1
300407,1,1,1,1,1,1,1,1,1
300408,1,1,1,1,1,1,1,1,1
300409,1,1,1,1,1,1,1,1,1
300410,1,1,1,1,1,1,1,1,1
300411,1,1,1,1,1,1,1,1,1
300412,1,1,1,1,1,1,1,1,1
300413,1,1,1,1,1,1,1,1,1
300414,1,1,1,1,1,1,1,1,1
300415,1,1,1,1,1,1,1,1,1
300416,1,1,1,1,1,1,1,1,1
300417,1,1,1,1,1,1,1,1,1
300418,1,1,1,1,1,1,1,1,1
300419,1,1,1,1,1,1,1,1,1
300420,1,1,1,1,1,1,1,1,1
300421,1,1,1,1,1,1,1,1,1
300422,1,1,1,1,1,1,1,1,1
300423,1,1,1,1,1,1,1,1,1
300424,1,1,1,1,1,1,1,1,1
300425,1,1,1,1,1,1,1,1,1
300426,1,1,1,1,1,1,1,1,1
300427,1,1,1,1,1,1,1,1,1
300428,1,1,1,1,1,1,1,1,1
300429,1,1,1,1,1,1,1,1,1
300430,1,1,1,1,1,1,1,1,1
300431,1,1,1,1,1,1,1,1,1
300432,1,1,1,1,1,1,1,1,1
300433,1,1,1,1,1,1,1,1,1
300434,1,1,1,1,1,1,1,1,1
300435,1,1,1,1,1,1,1,1,1
300436,1,1,1,1,1,1,1,1,1
300437,1,1,1,1,1,1,1,1,1
300438,1,1,1,1,1,1,1,1,1
300439,1,1,1,1,1,1,1,1,1
300440,1,1,1,1,1,1,1,1,1
300441,1,1,1,1,1,1,1,1,1
300442,1,1,1,1,1,1,1,1,1
300443,1,1,1,1,1,1,1,1,1
300444,1,1,1,1,1,1,1,1,1
300445,1,1,1,1,1,1,1,1,1
300446,1,1,1,1,1,1,1,1,1
300447,1,1,1,1,1,1,1,1,1
300448,1,1,1,1,1,1,1,1,1
300449,1,1,1,1,1,1,1,1,1
300450,1,1,1,1,1,1,1,1,1
300451,1,1,1,1,1,1,1,1,1
300452,1,1,1,1,1,1,1,1,1
300453,1,1,1,1,1,1,1,1,1
300454,1,1,1,1,1,1,1,1,1
300455,1,1,1,1,1,1,1,1,1
300456,1,1,1,1,1,1,1,1,1
300457,1,1,1,1,1,1,1,1,1
300458,1,1,1,1,1,1,1,1,1
300459,1,1,1,1,1,1,1,1,1
300460,1,1,1,1,1,1,1,1,1
300461,1,1,1,1,1,1,1,1,1
300462,1,1,1,1,1,1,1,1,1
300463,1,1,1,1,1,1,1,1,1
300464,1,1,1,1,1,1,1,1,1
300465,1,1,1,1,1,1,1,1,1
300466,1,1,1,1,1,1,1,1,1
300467,1,1,1,1,1,1,1,1,1
300468,1,1,1,1,1,1,1,1,1
300469,1,1,1,1,1,1,1,1,1
300470,1,1,1,1,1,1,1,1,1
300471,1,1,1,1,1,1,1,1,1
300472,1,1,1,1,1,1,1,1,1
300473,1,1,1,1,1,1,1,1,1
300474,1,1,1,1,1,1,1,1,1
300475,1,1,1,1,1,1,1,1,1
300476,1,1,1,1,1,1,1,1,1
300477,1,1,1,1,1,1,1,1,1
300478,1,1,1,1,1,1,1,1,1
300479,1,1,1,1,1,1,1,1,1
300480,1,1,1,1,1,1,1,1,1
300481,1,1,1,1,1,1,1,1,1
300482,1,1,1,1,1,1,1,1,1
300483,1,1,1,1,1,1,1,1,1
300484,1,1,1,1,1,1,1,1,1
300485,1,1,1,1,1,1,1,1,1
300487,1,1,1,1,1,1,1,1,1
300488,1,1,1,1,1,1,1,1,1
300489,1,1,1,1,1,1,1,1,1
300490,1,1,1,1,1,1,1,1,1
300491,1,1,1,1,1,1,1,1,1
300493,1,1,1,1,1,1,1,1,1
300494,1,1,1,1,1,1,1,1,1
300495,1,1,1,1,1,1,1,1,1
300496,1,1,1,1,1,1,1,1,1
300497,1,1,1,1,1,1,1,1,1
300498,1,1,1,1,1,1,1,1,1
300499,1,1,1,1,1,1,1,1,1
300501,1,1,1,1,1,1,1,1,1
300502,1,1,1,1,1,1,1,1,1
300503,1,1,1,1,1,1,1,1,1
300504,1,1,1,1,1,1,1,1,1
300505,1,1,1,1,1,1,1,1,1
300506,1,1,1,1,1,1,1,1,1
300507,1,1,1,1,1,1,1,1,1
300508,1,1,1,1,1,1,1,1,1
300509,1,1,1,1,1,1,1,1,1
300510,1,1,1,1,1,1,1,1,1
300512,1,1,1,1,1,1,1,1,1
300514,1,1,1,1,1,1,1,1,1
300515,1,1,1,1,1,1,1,1,1
300516,1,1,1,1,1,1,1,1,1
300517,1,1,1,1,1,1,1,1,1
300518,1,1,1,1,1,1,1,1,1
300519,1,1,1,1,1,1,1,1,1
300520,1,1,1,1,1,1,1,1,1
300521,1,1,1,1,1,1,1,1,1
300522,1,1,1,1,1,1,1,1,1
300523,1,1,1,1,1,1,1,1,1
300525,1,1,1,1,1,1,1,1,1
300527,1,1,1,1,1,1,1,1,1
300528,1,1,1,1,1,1,1,1,1
300530,1,1,1,1,1,1,1,1,1
300531,1,1,1,1,1,1,1,1,1
300532,1,1,1,1,1,1,1,1,1
300533,1,1,1,1,1,1,1,1,1
300535,1,1,1,1,1,1,1,1,1
300536,1,1,1,1,1,1,1,1,1
300537,1,1,1,1,1,1,1,1,1
300538,1,1,1,1,1,1,1,1,1
300539,1,1,1,1,1,1,1,1,1
300540,1,1,1,1,1,1,1,1,1
300541,1,1,1,1,1,1,1,1,1
300542,1,1,1,1,1,1,1,1,1
300543,1,1,1,1,1,1,1,1,1
300544,1,1,1,1,1,1,1,1,1
300545,1,1,1,1,1,1,1,1,1
300546,1,1,1,1,1,1,1,1,1
300547,1,1,1,1,1,1,1,1,1
300548,1,1,1,1,1,1,1,1,1
300549,1,1,1,1,1,1,1,1,1
300550,1,1,1,1,1,1,1,1,1
300551,1,1,1,1,1,1,1,1,1
300552,1,1,1,1,1,1,1,1,1
300553,1,1,1,1,1,1,1,1,1
300554,1,1,1,1,1,1,1,1,1
300555,1,1,1,1,1,1,1,1,1
300556,1,1,1,1,1,1,1,1,1
300557,1,1,1,1,1,1,1,1,1
300558,1,1,1,1,1,1,1,1,1
300559,1,1,1,1,1,1,1,1,1
300560,1,1,1,1,1,1,1,1,1
300561,1,1,1,1,1,1,1,1,1
300562,1,1,1,1,1,1,1,1,1
300563,1,1,1,1,1,1,1,1,1
300564,1,1,1,1,1,1,1,1,1
300565,1,1,1,1,1,1,1,1,1
300566,1,1,1,1,1,1,1,1,1
300567,1,1,1,1,1,1,1,1,1
300568,1,1,1,1,1,1,1,1,1
300569,1,1,1,1,1,1,1,1,1
300570,1,1,1,1,1,1,1,1,1
300571,1,1,1,1,1,1,1,1,1
300572,1,1,1,1,1,1,1,1,1
300573,1,1,1,1,1,1,1,1,1
300574,1,1,1,1,1,1,1,1,1
300575,1,1,1,1,1,1,1,1,1
300576,1,1,1,1,1,1,1,1,1
300577,1,1,1,1,1,1,1,1,1
300578,1,1,1,1,1,1,1,1,1
300579,1,1,1,1,1,1,1,1,1
300580,1,1,1,1,1,1,1,1,1
300581,1,1,1,1,1,1,1,1,1
300582,1,1,1,1,1,1,1,1,1
300583,1,1,1,1,1,1,1,1,1
300584,1,1,1,1,1,1,1,1,1
300586,1,1,1,1,1,1,1,1,1
300587,1,1,1,1,1,1,1,1,1
300588,1,1,1,1,1,1,1,1,1
300589,1,1,1,1,1,1,1,1,1
300590,1,1,1,1,1,1,1,1,1
300591,1,1,1,1,1,1,1,1,1
300592,1,1,1,1,1,1,1,1,1
300593,1,1,1,1,1,1,1,1,1
300594,1,1,1,1,1,1,1,1,1
300595,1,1,1,1,1,1,1,1,1
300596,1,1,1,1,1,1,1,1,1
300597,1,1,1,1,1,1,1,1,1
300598,1,1,1,1,1,1,1,1,1
300599,1,1,1,1,1,1,1,1,1
300600,1,1,1,1,1,1,1,1,1
300601,1,1,1,1,1,1,1,1,1
300602,1,1,1,1,1,1,1,1,1
300603,1,1,1,1,1,1,1,1,1
300604,1,1,1,1,1,1,1,1,1
300605,1,1,1,1,1,1,1,1,1
300606,1,1,1,1,1,1,1,1,1
300607,1,1,1,1,1,1,1,1,1
300609,1,1,1,1,1,1,1,1,1
300610,1,1,1,1,1,1,1,1,1
300611,1,1,1,1,1,1,1,1,1
300612,1,1,1,1,1,1,1,1,1
300613,1,1,1,1,1,1,1,1,1
300614,1,1,1,1,1,1,1,1,1
300615,1,1,1,1,1,1,1,1,1
300616,1,1,1,1,1,1,1,1,1
300617,1,1,1,1,1,1,1,1,1
300618,1,1,1,1,1,1,1,1,1
300619,1,1,1,1,1,1,1,1,1
300620,1,1,1,1,1,1,1,1,1
300621,1,1,1,1,1,1,1,1,1
300622,1,1,1,1,1,1,1,1,1
300623,1,1,1,1,1,1,1,1,1
300624,1,1,1,1,1,1,1,1,1
300625,1,1,1,1,1,1,1,1,1
300626,1,1,1,1,1,1,1,1,1
300627,1,1,1,1,1,1,1,1,1
