id,juris,city,name,max_far,max_height,max_dua,max_du_per_parcel,HS,HT,HM,OF,HO,SC,IL,IW,IH,RS,RB,MR,MT,ME,plandate
9913,79,San Pablo,Parks,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9914,79,San Pablo,Open Space,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10001,80,San Ramon,Rural,,35,0.2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10002,80,San Ramon,HillRes,,35,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10003,80,San Ramon,ResSFL,,35,3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
10004,80,San Ramon,ResSFLM,,35,6,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
10005,80,San Ramon,ResSFM,0.5,35,14,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10006,80,San Ramon,ResMFH,0.5,35,30,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
10007,80,San Ramon,ResMFVH,0.5,50,50,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
10008,80,San Ramon,ComOff,0.45,55,,,0,0,0,1,0,0,0,0,0,1,0,0,0,1,
10009,80,San Ramon,ComRet,0.35,35,,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,
10010,80,San Ramon,ComTrans,0.5,50,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
10011,80,San Ramon,MU,1.35,60,30,,0,0,0,1,0,1,0,0,0,1,1,1,1,1,
10012,80,San Ramon,ComRecr,0.35,35,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
10013,80,San Ramon,Golf,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10014,80,San Ramon,Pub,0.35,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
10015,80,San Ramon,Park,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10016,80,San Ramon,OS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10101,81,Walnut Creek,SFVL,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10102,81,Walnut Creek,SFL,,,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10103,81,Walnut Creek,SFM,,,6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10104,81,Walnut Creek,SFH,,,9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10105,81,Walnut Creek,MFL,,,14,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10106,81,Walnut Creek,MFM,,,22,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
10107,81,Walnut Creek,MFMH,,,30,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
10108,81,Walnut Creek,MFVH,,,50,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
10109,81,Walnut Creek,MFSH,,,100,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
10110,81,Walnut Creek,MU-R,2.5,,,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,
10111,81,Walnut Creek,MU-C,2,,,,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
10112,81,Walnut Creek,MU-GT,2.5,,,,0,1,1,1,0,0,0,0,0,0,0,1,1,1,
10113,81,Walnut Creek,PR,2,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,
10114,81,Walnut Creek,GR,1,,,,0,0,0,1,0,0,0,0,0,1,0,0,1,0,
10115,81,Walnut Creek,SC,3.3,,,,0,0,0,1,0,0,0,0,0,1,0,0,1,0,
10116,81,Walnut Creek,AS,0.6,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10117,81,Walnut Creek,OF,1.5,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,1,
10118,81,Walnut Creek,BP,0.5,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,
10119,81,Walnut Creek,HO,0.85,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10120,81,Walnut Creek,PU,2,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
10121,81,Walnut Creek,OSA,,,0.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10122,81,Walnut Creek,OSR,0.1,,0.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10201,82,Antioch,ER,,,2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
10202,82,Antioch,LDR,,,4,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
10203,82,Antioch,MLDR,,,6,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
10204,82,Antioch,MDR,,,10,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
10205,82,Antioch,HDR,,,20,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,
10206,82,Antioch,CC,0.6,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
10207,82,Antioch,CN,0.4,,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,
10208,82,Antioch,MU,0.5,,,,1,1,1,1,1,1,1,1,0,1,0,1,1,1,
10209,82,Antioch,CO,0.5,,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,
10210,82,Antioch,BP,0.5,,,,0,0,0,1,1,0,1,1,0,1,0,0,0,0,
10211,82,Antioch,PI,0.5,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
10212,82,Antioch,OS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10213,82,Antioch,A St Interchange,0.4,,6,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,
10214,82,Antioch,East Lone Tree,0.5,,20,,0,0,0,1,0,0,1,1,0,1,0,0,0,0,
10215,82,Antioch,Eastern Employment Areas,0.55,,20,,0,0,0,1,1,0,1,1,0,1,0,0,0,0,
10216,82,Antioch,Ginocchio,,,2,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,
10217,82,Antioch,Rivertown/Urban Waterfront,1.5,,20,,0,1,1,1,1,0,0,0,0,1,0,0,0,0,
10218,82,Antioch,Roddy Ranch,0.5,,3,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,
10219,82,Antioch,SR 4 Industrial Frontage,1.25,,,,0,0,0,1,1,0,1,1,1,1,0,0,0,0,
10220,82,Antioch,Sand Creek,0.5,,20,,1,1,1,1,0,0,1,0,0,1,0,0,0,0,
10221,82,Antioch,Sommersville Rd Corridor,0.5,,20,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,
10222,82,Antioch,Standard Oil Interchange,0.6,,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10301,83,San Leandro,112 - Garden Residential,,,5.4,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10302,83,San Leandro,112 - Low Density Residential,,,8.7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10303,83,San Leandro,112 - Low-Medium Density Residential,,,12.4,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10304,83,San Leandro,112 - Medium Density Residential,,,21.7,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10305,83,San Leandro,112 - High Density Residential,,,29,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
10306,83,San Leandro,112 - Neighborhood Commercial,0.5,30,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,
10307,83,San Leandro,112 - General Commercial,1,50,,,0,0,0,1,1,0,1,0,0,1,1,1,1,0,
10308,83,San Leandro,112 - Office,0.7,50,,,0,0,0,1,0,0,0,0,0,0,0,1,1,1,
10309,83,San Leandro,112 - Downtown Mixed Use,2,75,75,,0,0,1,1,0,0,0,0,0,1,0,1,1,0,
10310,83,San Leandro,112 - Transit-Oriented Mixed Use,4,40,80,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
10311,83,San Leandro,112 - Corridor Mixed Use,1,50,,,0,1,1,1,0,0,0,0,0,0,0,1,1,0,
10312,83,San Leandro,112 - Light Industrial,0.8,35,,,0,0,0,1,0,0,1,1,0,1,0,0,1,1,
10313,83,San Leandro,112 - General Industrial,0.6,35,,,0,0,0,1,0,0,1,1,1,1,0,0,1,1,
10314,83,San Leandro,112 - Resource Conservation,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10315,83,San Leandro,112 - Parks and Recreation,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
10316,83,San Leandro,112 - Public/Semi-Public,1,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
10401,84,Union City,113 - Residential (3 to 6 du/acre),,,6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10402,84,Union City,113 - Residential (6 to 10 du/acre),,,10,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10403,84,Union City,113 - Residential (10 to 17 du/acre),,,17,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
10404,84,Union City,113 - Residential (17 to 29 du/acre),,,29,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
10405,84,Union City,113 - Residential (29 to 60 du/acre),,,60,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
10406,84,Union City,113 - Station Mixed-Use Commercial,4,,80,,0,0,1,1,0,0,0,0,0,1,0,0,1,1,
10407,84,Union City,113 - Retail Commercial,1,,,,0,0,0,1,0,0,0,0,0,1,0,0,1,0,
10408,84,Union City,113 - Visitor and Thoroughfare Commercial,2,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
10409,84,Union City,113 - Office Commercial,1.5,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
10410,84,Union City,113 - General Industry,0.75,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10411,84,Union City,113 - Light Industry,1,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10412,84,Union City,113 - Special Industry,1,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
10413,84,Union City,113 - Research and Development Campus,2,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
10414,84,Union City,113 - Open Space,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10415,84,Union City,113 - Agriculture,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10416,84,Union City,113 - Civic Facility,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
10417,84,Union City,113 - Private Institutional,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
10501,85,Brentwood,RE,,35,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10502,85,Brentwood,R-1-E,,30,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10503,85,Brentwood,R-1,,30,3.6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10504,85,Brentwood,R-1-10,,30,4.3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10505,85,Brentwood,R-1-6,,30,7.3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10506,85,Brentwood,R-1-8,,30,5.5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10507,85,Brentwood,R-2,0.8,30,9,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10508,85,Brentwood,R-3,0.8,36,16,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
10509,85,Brentwood,CO,1.28,30,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
10510,85,Brentwood,COB,2.85,40,,,0,0,0,1,0,0,0,0,0,1,0,0,1,1,
10511,85,Brentwood,COR,1.18290623,30,,,0,1,1,1,0,0,0,0,0,0,0,1,0,1,
10513,85,Brentwood,C-1,1.28,30,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
10514,85,Brentwood,C-2,2,30,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
10515,85,Brentwood,C-3,2.78786796,40,,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,
10516,85,Brentwood,CB,3,42,,,0,1,1,1,0,0,0,0,0,1,0,1,1,1,
10517,85,Brentwood,IC,1.47431457,30,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
10518,85,Brentwood,PEC,1.28,30,16,,0,0,1,1,0,0,1,0,0,0,0,1,0,1,
10519,85,Brentwood,PF,1.28,30,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
10524,85,Brentwood,OS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10525,85,Brentwood,PD,,60,8.7,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
10526,85,Brentwood,PD-1,,35,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10527,85,Brentwood,PD-2,,35,7.26,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10528,85,Brentwood,PD-3,,30,13.2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10529,85,Brentwood,PD-4,,30,4.3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10530,85,Brentwood,PD-5,,35,,,1,1,0,1,0,0,0,0,0,1,0,1,1,0,
10531,85,Brentwood,PD-6,,36,14.7,,1,1,1,1,0,0,0,0,0,1,0,1,1,1,
10532,85,Brentwood,PD-7,,30,6.22,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10533,85,Brentwood,PD-8,,30,8.7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10534,85,Brentwood,PD-9,,35,3.35,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10535,85,Brentwood,PD-10,,35,,,0,0,0,1,0,0,0,0,0,1,0,0,1,1,
10536,85,Brentwood,PD-11,,35,12.7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10537,85,Brentwood,PD-12,,40,,,0,0,0,1,1,0,1,0,0,1,0,0,0,0,
10538,85,Brentwood,PD-13,,30,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10539,85,Brentwood,PD-14,,30,5.44,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10540,85,Brentwood,PD-15,,35,17.4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10541,85,Brentwood,PD-16,,30,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
10542,85,Brentwood,PD-17,,45,,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,
10543,85,Brentwood,PD-18,,35,7.26,,1,0,0,1,0,0,0,0,0,1,1,0,0,0,
10544,85,Brentwood,PD-19,,30,,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,
10545,85,Brentwood,PD-20,,35,10.89,,0,1,0,0,0,0,0,0,0,1,0,1,1,1,
10546,85,Brentwood,PD-21,,35,17.42,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10547,85,Brentwood,PD-22,,35,9.68,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10548,85,Brentwood,PD-23,,30,20,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10549,85,Brentwood,PD-24,,30,5,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,
10550,85,Brentwood,PD-25,,30,3.7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10551,85,Brentwood,PD-26,,30,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10552,85,Brentwood,PD-27,,35,3.5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10553,85,Brentwood,PD-28,,30,9.68,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10554,85,Brentwood,PD-29,,35,6.22,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10555,85,Brentwood,PD-30,,35,16,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10556,85,Brentwood,PD-31,,30,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10557,85,Brentwood,PD34,,30,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
10558,85,Brentwood,PD-35,,30,5.44,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,
10559,85,Brentwood,PD-36,,60,8.7,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,
10560,85,Brentwood,PD-37,,35,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10561,85,Brentwood,PD-38,,45,30,,0,1,1,1,0,0,1,0,0,1,0,0,0,0,
10562,85,Brentwood,PD-39,,35,2.14,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10563,85,Brentwood,PD-40,,39,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
10564,85,Brentwood,PD-41,,30,,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,
10565,85,Brentwood,PD-42,,45,12,,0,1,1,1,0,0,0,0,0,1,0,0,0,0,
10566,85,Brentwood,PD-43,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10567,85,Brentwood,PD-44,,45,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10568,85,Brentwood,PD-45,,30,3.2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10569,85,Brentwood,PD-46,,30,14.52,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10570,85,Brentwood,PD-47,,40,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,
10571,85,Brentwood,PD-48,,40,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,
10572,85,Brentwood,PD-49,,75,,,0,1,1,1,1,0,0,0,0,1,0,1,1,0,
10574,85,Brentwood,PD-51,,50,,,0,0,1,1,0,0,0,0,0,1,1,0,0,0,
10575,85,Brentwood,PD-52,,35,30,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10576,85,Brentwood,PD-53,,55,30,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10577,85,Brentwood,PD-54,,30,3.6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10578,85,Brentwood,PD-55,,,25,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,
10579,85,Brentwood,PD-56,,35,,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,
10580,85,Brentwood,PD-57,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10581,85,Brentwood,PD-58,,30,20,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,
10582,85,Brentwood,PD-60,,30,4.84,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10583,85,Brentwood,PD-61,,35,15.5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10584,85,Brentwood,PD-62,,30,8.7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10585,85,Brentwood,PD-63,,30,9,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10586,85,Brentwood,PD-64,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,
10587,85,Brentwood,PD-65,,30,12.4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10601,86,Clayton,203 - Rural Estate,,35,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10602,86,Clayton,203 - Low Density Residential,,35,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10603,86,Clayton,203 - Medium Density Residential,,35,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10604,86,Clayton,203 - High Density Residential,,35,7.5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10605,86,Clayton,203 - Multi-Family Low Density Residential,0.5,35,10,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10606,86,Clayton,203 - Multi-Family Medium Density Residential,0.5,35,15,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10607,86,Clayton,203 - Institutional Density Residential,0.5,35,20,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10608,86,Clayton,203 - Town Center,,40,,,0,1,1,1,1,0,0,0,0,1,0,1,1,0,
10611,86,Clayton,203 - Cultural Center,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
10612,86,Clayton,203 - Public/Quasi Public,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
10613,86,Clayton,203 - Schools,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
10614,86,Clayton,203 - Public/Private Park,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10615,86,Clayton,203 - Open Space,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10616,86,Clayton,203 - Open Space,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10617,86,Clayton,203 - Open Space,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10701,87,Concord,RR,,,2.5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10702,87,Concord,LDR,,,10,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10703,87,Concord,MDR,,,32,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10704,87,Concord,HDR,,,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10705,87,Concord,DTPD,4,,100,,0,0,1,1,0,0,0,0,0,1,0,1,1,1,
10706,87,Concord,CMU,1,,40,,0,0,1,1,0,0,0,0,0,1,0,1,1,1,
10707,87,Concord,WCMU,4,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
10708,87,Concord,DTMU,6,,100,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
10709,87,Concord,IMU,1,,,,0,0,0,1,0,0,1,1,0,0,0,0,0,1,
10710,87,Concord,SC,0.8,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
10711,87,Concord,NC,0.35,,24,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
10712,87,Concord,RC,0.5,,,,0,0,0,0,1,0,0,1,0,1,1,0,0,0,
10713,87,Concord,CO,1,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
10714,87,Concord,BP,0.8,,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
10715,87,Concord,HI,0.6,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
10716,87,Concord,PQP,1.5,,,,0,0,0,1,0,1,1,1,0,0,0,0,0,0,
10717,87,Concord,PQPHMC,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
10718,87,Concord,CNWS_I,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10719,87,Concord,CNWS_T,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10720,87,Concord,WRC,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10721,87,Concord,P,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10722,87,Concord,OS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10723,87,Concord,RCNSV,,,0.05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10801,88,Danville,218 - Rural Residential,,,0.2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10802,88,Danville,218 - Country Estates,,,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10803,88,Danville,218 - Single Family - Low Density Residential,,,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10804,88,Danville,218 - Single Family - Medium Density Residential,,,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10805,88,Danville,218 - Single/Multiple Family,,,7,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10806,88,Danville,218 - Multiple Family - Low Density Residential,,,12,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
10807,88,Danville,218 - Multiple Family - Medium Density Residential,,,17,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
10808,88,Danville,218 - Multiple Family - Medium Density Residential,,,22,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
10809,88,Danville,218 - Commercial,0.35,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
10810,88,Danville,218 - Specialized Commercial,0.35,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
10811,88,Danville,218 - Limited Office,0.6,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
10812,88,Danville,218 - Mixed Use,0.7,,22,,0,0,1,1,0,0,0,0,0,1,0,1,1,1,
10813,88,Danville,218 - Controlled Manufacturing,0.4,,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
10814,88,Danville,218 - Public and Semi-Public,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
10815,88,Danville,218 - General Open Space,,,0.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10816,88,Danville,218 - Agricultural,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10817,88,Danville,218 - Parks and Recreation,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10818,88,Danville,218 - Downtown Master Plan,0.8,35,22,,0,1,1,1,0,0,0,0,0,1,0,0,1,1,
10901,89,El Cerrito,RS-20,,30,2.178,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
10902,89,El Cerrito,RS-10,,30,4.356,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
10903,89,El Cerrito,"RS-10, PD",,30,4.356,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
10904,89,El Cerrito,RS-7.5,,30,5.808,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
10905,89,El Cerrito,RS,,30,8.712,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
10906,89,El Cerrito,"RS, PD",,30,8.712,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
10907,89,El Cerrito,RD,,30,17.424,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
10908,89,El Cerrito,"RD, PD",,30,17.424,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
10909,89,El Cerrito,RM,,35,34.848,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
10910,89,El Cerrito,"RM, PD",,35,34.848,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
10911,89,El Cerrito,NC,1,35,25,,1,1,1,1,1,1,0,0,0,1,1,0,0,0,
10912,89,El Cerrito,"NC, PD",1,35,25,,1,1,1,1,1,1,0,0,0,1,1,0,0,0,
10913,89,El Cerrito,TOM,3,50,45,,1,1,1,1,1,1,0,0,0,1,1,0,0,0,
10914,89,El Cerrito,"TOM, PD",3,50,45,,1,1,1,1,1,1,0,0,0,1,1,0,0,0,
10915,89,El Cerrito,CC,3,35,45,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,
10916,89,El Cerrito,PS,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
10917,89,El Cerrito,"PS, PD",,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
10918,89,El Cerrito,PR,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10919,89,El Cerrito,OS-N,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11001,90,Hercules,206 - Single Family Estate,,35,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
11002,90,Hercules,206 - Single Family Low Density Residential,,35,7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
11003,90,Hercules,206 - Multi-Family Low Density Residential,,45,12,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
11004,90,Hercules,206 - Multi-Family Medium Density Residential,,60,30,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
11005,90,Hercules,206 - Commercial - Public,1,,,,0,0,0,1,0,0,0,0,1,1,1,0,0,0,
11006,90,Hercules,206 - Community Commercial,1,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
11007,90,Hercules,206 - General Commercial,,,,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,
11008,90,Hercules,206 - Historic Town Center,0.4,,17,,0,0,1,1,0,0,0,0,0,1,0,1,1,1,
11009,90,Hercules,206 - Industrial,0.5,,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
11010,90,Hercules,206 - Industrial Residential,0.5,40,25,,0,1,1,1,0,0,1,0,0,0,0,0,0,0,
11011,90,Hercules,206 - Planned Commercial Industrial,0.5,,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,
