zone_id,ACRES,AGREMPN,AREA,CIACRE,DISTRICT,FSEMPN,GID,GQPOP,HEREMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,HHLDS,HHPOP,MFDU,MWTEMPN,NEWDEVACRES,OTHEMPN,RESACRE,RESUNITS,RESVACANCY,RETEMPN,SD,SFDU,TOTEMP,TOTHH,TOTPOP,TRACT,ZERO,EMPRES,AGE0004,AGE0519,AGE2044,AGE4564,AGE65UP,AREATYPE,COLLFTE,COLLPTE,COUNTY,HSENROLL,OPRKCST,PRKCST,TERMINAL,TOPOLOGY
428,39.5719985962,28.0,1723755.875,311.056127865,9,3894.0,1428,21,1926.0,114.0,57.0,105.0,248.0,524.0,1182.0,520.0,2335.0,294.518202291,1080.0,9.50205536626,710.0,0.261971830986,398.0,9,190.0,9661,524.0,1236,,0.0,607,90.0,154.0,674.0,249.0,69.0,,,,,,,,,
429,36.0279998779,35.0,1569378.5,260.587780383,9,1420.0,1429,0,1208.0,,,,,,,,4123.0,271.671307042,407.0,0.0,0.0,,79.0,9,,7272,,0,,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
430,51.2869987488,106.0,2234041.25,380.350359032,9,2937.0,1430,1,1264.0,2.0,2.0,,2.0,6.0,15.0,5.0,5699.0,363.356262905,1585.0,0.434818875407,7.0,0.142857142857,131.0,9,2.0,11722,6.0,15,,0.0,5,1.0,3.0,6.0,3.0,2.0,,,,,,,,,
431,29.0380001068,96.0,1264916.5,238.710991306,9,2520.0,1431,0,970.0,,,,1.0,1.0,3.0,,2246.0,242.155950341,1027.0,0.0,1.0,0.0,96.0,9,1.0,6955,1.0,6,,0.0,2,0.0,1.0,2.0,2.0,1.0,,,,,,,,,
432,76.7070007324,127.0,3341369.0,630.538500511,9,5728.0,1432,1,1496.0,37.0,32.0,24.0,29.0,122.0,333.0,89.0,4893.0,634.682748437,2387.0,7.45632099384,127.0,0.0393700787402,766.0,9,38.0,15397,122.0,350,,0.0,148,26.0,63.0,143.0,68.0,50.0,,,,,,,,,
433,21.3069992065,6.0,928142.3125,42.4921092013,9,266.0,1433,11,252.0,695.0,478.0,379.0,475.0,2027.0,5442.0,1518.0,116.0,118.489984121,356.0,119.048215965,2164.0,0.0633086876155,44.0,9,646.0,1040,2027.0,5850,,0.0,2457,442.0,1054.0,2389.0,1139.0,826.0,,,,,,,,,
434,111.983001709,,4878000.5,76.024506977,9,224.0,1434,1,178.0,10.0,10.0,6.0,10.0,36.0,71.0,13.0,800.0,647.933399219,309.0,4.13760961722,37.0,0.027027027027,138.0,9,24.0,1649,36.0,81,,0.0,45,5.0,16.0,32.0,16.0,12.0,,,,,,,,,
435,48.0460014343,82.0,2092870.875,247.733923059,9,7640.0,1435,9,3464.0,425.0,259.0,279.0,361.0,1324.0,2961.0,554.0,2275.0,304.105976834,2281.0,65.7427688837,1444.0,0.0831024930748,284.0,9,890.0,16026,1324.0,2907,,0.0,1655,188.0,544.0,1144.0,583.0,448.0,,,,,,,,,
436,31.3400001526,1.0,1365170.25,52.3509704234,9,109.0,1035,19,1540.0,443.0,315.0,321.0,475.0,1554.0,3710.0,494.0,28.0,236.771756165,136.0,173.410015275,1647.0,0.0564663023679,125.0,9,1153.0,1939,1554.0,3892,505500.0,0.0,1683,221.0,586.0,1301.0,979.0,805.0,,,,,,,,,
437,24.607000351,,1071870.75,11.4730404168,9,68.0,1029,-1,35.0,545.0,377.0,462.0,676.0,2060.0,5655.0,1316.0,44.0,137.714391846,37.0,166.758241213,2196.0,0.0619307832423,118.0,9,880.0,302,2060.0,5968,505303.0,0.0,2659,466.0,1045.0,2552.0,1341.0,564.0,,,,,,,,,
438,32.672000885,1.0,1423197.875,69.4253683716,9,95.0,1028,5,348.0,334.0,230.0,286.0,514.0,1364.0,3763.0,279.0,22.0,214.390722997,48.0,182.598363127,1475.0,0.0752542372881,90.0,9,1196.0,604,1364.0,3950,505302.0,0.0,1766,218.0,749.0,1309.0,1119.0,555.0,,,,,,,,,
439,24.7779998779,32.0,1079320.75,32.0414023386,9,39.0,1033,12,402.0,279.0,230.0,218.0,368.0,1095.0,2885.0,353.0,47.0,152.512221591,148.0,108.720030976,1160.0,0.0560344827586,164.0,9,807.0,832,1095.0,3009,505402.0,0.0,1390,187.0,475.0,1058.0,903.0,386.0,,,,,,,,,
440,31.4790000916,1.0,1371208.5,45.1953836254,9,202.0,1034,6,1376.0,566.0,486.0,593.0,997.0,2642.0,6599.0,1998.0,42.0,177.590267295,79.0,182.121181889,2775.0,0.0479279279279,76.0,9,777.0,1776,2642.0,6772,505403.0,0.0,3086,472.0,1017.0,3161.0,1584.0,538.0,,,,,,,,,
441,27.1560001373,1.0,1182920.0,50.662438742,9,179.0,1032,0,334.0,697.0,422.0,455.0,850.0,2424.0,6068.0,1720.0,28.0,116.264711413,544.0,187.516098661,2557.0,0.0520140789988,124.0,9,837.0,1210,2424.0,6236,505401.0,0.0,3010,399.0,891.0,2958.0,1284.0,704.0,,,,,,,,,
442,22.8920001984,,997156.0,44.3884701268,9,152.0,1030,14,127.0,215.0,182.0,220.0,432.0,1049.0,3086.0,12.0,11.0,187.169905629,37.0,145.543611585,1096.0,0.0428832116788,48.0,9,1084.0,375,1049.0,3272,505304.0,0.0,1505,174.0,548.0,1053.0,1028.0,469.0,,,,,,,,,
443,21.341999054,,929665.0625,24.8440821061,9,37.0,1027,6,106.0,276.0,299.0,328.0,385.0,1288.0,4072.0,479.0,14.0,135.231173729,101.0,135.337004156,1373.0,0.0619082301529,6.0,9,894.0,264,1288.0,4412,505301.0,0.0,1925,290.0,953.0,1647.0,1171.0,351.0,,,,,,,,,
444,35.7799987793,13.0,1558575.375,57.8038240981,9,170.0,1031,10,679.0,405.0,345.0,444.0,812.0,2006.0,5402.0,615.0,55.0,243.494963435,159.0,222.251789512,2108.0,0.0483870967742,147.0,9,1493.0,1223,2006.0,5562,505305.0,0.0,2616,370.0,857.0,2122.0,1401.0,812.0,,,,,,,,,
445,32.4620018005,,1414040.0,23.4320158997,9,206.0,1108,0,318.0,901.0,567.0,679.0,1067.0,3214.0,8081.0,2514.0,18.0,130.671848353,59.0,233.815540343,3412.0,0.0580304806565,194.0,9,898.0,795,3214.0,8576,508506.0,0.0,3908,650.0,1177.0,3911.0,2104.0,734.0,,,,,,,,,
446,34.5909996033,1.0,1506789.0,63.9852410461,9,144.0,1111,0,109.0,687.0,530.0,655.0,1101.0,2973.0,7354.0,2193.0,114.0,149.445381449,118.0,217.46275603,3167.0,0.06125670982,64.0,9,974.0,550,2973.0,7714,508703.0,0.0,3948,545.0,1064.0,3708.0,1858.0,539.0,,,,,,,,,
447,26.5960006714,1.0,1158535.125,22.7282924903,9,154.0,1107,1,88.0,304.0,219.0,422.0,964.0,1909.0,4479.0,960.0,51.0,152.155626128,60.0,172.251748378,2022.0,0.0558852621167,132.0,9,1062.0,486,1909.0,4512,508505.0,0.0,2379,280.0,586.0,1872.0,1232.0,542.0,,,,,,,,,
448,28.2240009308,1.0,1229416.875,63.9437360646,9,223.0,1106,8,686.0,905.0,467.0,655.0,1115.0,3142.0,7556.0,2752.0,14.0,123.115252025,176.0,173.080546582,3320.0,0.0536144578313,498.0,9,568.0,1598,3142.0,7910,508504.0,0.0,3606,576.0,871.0,4289.0,1408.0,766.0,,,,,,,,,
449,33.438999176,3.0,1456582.25,71.0468870974,9,279.0,1105,82,669.0,706.0,384.0,580.0,1068.0,2738.0,6377.0,1981.0,44.0,185.413700655,114.0,195.871329846,2936.0,0.0674386920981,725.0,9,955.0,1834,2738.0,6551,508503.0,0.0,2869,407.0,678.0,3054.0,1597.0,815.0,,,,,,,,,
450,30.9699993134,11.0,1349058.5,85.9191860271,9,891.0,1110,3,1885.0,580.0,281.0,327.0,571.0,1759.0,3869.0,920.0,581.0,163.122619238,526.0,134.304364124,1850.0,0.0491891891892,609.0,9,930.0,4503,1759.0,3941,508602.0,0.0,1835,206.0,392.0,1699.0,969.0,675.0,,,,,,,,,
451,43.0989990234,16.0,1877383.75,47.3475073662,9,160.0,1104,5,248.0,421.0,289.0,467.0,1072.0,2249.0,5756.0,591.0,66.0,267.809567694,60.0,274.325592372,2370.0,0.0510548523207,426.0,9,1779.0,976,2249.0,6058,508404.0,0.0,2516,354.0,1052.0,1837.0,1898.0,917.0,,,,,,,,,
452,29.7849998474,,1297420.0,26.7311821659,9,84.0,1103,122,770.0,140.0,121.0,170.0,597.0,1028.0,2643.0,36.0,29.0,235.370942706,58.0,181.13889608,1079.0,0.047265987025,21.0,9,1043.0,962,1028.0,2737,508403.0,0.0,1142,145.0,370.0,677.0,875.0,670.0,,,,,,,,,
453,57.1599998474,1.0,2489874.5,73.298749586,9,180.0,1102,115,577.0,511.0,333.0,508.0,1137.0,2489.0,6480.0,696.0,545.0,402.036056535,172.0,339.995324365,2612.0,0.0470903522205,310.0,9,1916.0,1785,2489.0,6774,508401.0,0.0,3004,426.0,1030.0,2180.0,1879.0,1259.0,,,,,,,,,
454,45.7690010071,,1993680.75,24.9866556528,9,282.0,1099,166,489.0,201.0,184.0,271.0,840.0,1496.0,4147.0,173.0,14.0,336.052698114,83.0,297.239710441,1567.0,0.0453095086152,26.0,9,1394.0,894,1496.0,4246,508301.0,0.0,1657,233.0,824.0,995.0,1323.0,871.0,,,,,,,,,
455,28.4599990845,2.0,1239735.25,50.0971455457,9,131.0,1100,4,539.0,145.0,85.0,140.0,529.0,899.0,2466.0,12.0,398.0,224.327249236,205.0,178.958880353,927.0,0.0302049622438,169.0,9,915.0,1444,899.0,2572,508303.0,0.0,1044,136.0,502.0,572.0,834.0,528.0,,,,,,,,,
456,29.7430000305,,1295595.875,9.28857247786,9,169.0,1101,28,116.0,768.0,447.0,616.0,1095.0,2926.0,7674.0,1905.0,58.0,149.294293395,49.0,249.416506137,3091.0,0.0533807829181,12.0,9,1186.0,404,2926.0,8074,508304.0,0.0,3567,564.0,1569.0,3180.0,2019.0,742.0,,,,,,,,,
457,35.4720001221,1.0,1545156.625,9.68422904422,9,162.0,1097,8,244.0,303.0,241.0,340.0,892.0,1776.0,4940.0,340.0,13.0,241.404665335,61.0,252.874976888,1847.0,0.0384407146724,17.0,9,1507.0,498,1776.0,5249,508203.0,0.0,2162,354.0,937.0,1654.0,1589.0,715.0,,,,,,,,,
458,23.1000003815,,1006254.75,10.8825121077,9,76.0,1098,0,62.0,278.0,203.0,321.0,631.0,1433.0,4018.0,512.0,21.0,170.324545658,11.0,173.615342601,1496.0,0.0421122994652,18.0,9,984.0,188,1433.0,4239,508204.0,0.0,1684,320.0,746.0,1589.0,1078.0,506.0,,,,,,,,,
459,59.6920013428,8.0,2600175.0,41.4937920095,9,267.0,1096,14,429.0,640.0,276.0,489.0,1369.0,2774.0,7436.0,794.0,62.0,431.77258492,132.0,366.617188198,2896.0,0.0421270718232,251.0,9,2102.0,1149,2774.0,7812,508202.0,0.0,3487,542.0,1178.0,2848.0,2173.0,1071.0,,,,,,,,,
460,62.2389984131,218.0,2711136.75,372.588856447,10,1512.0,1095,2,2265.0,163.0,145.0,273.0,635.0,1216.0,3061.0,637.0,5340.0,456.886536548,547.0,121.821773335,1310.0,0.0717557251908,410.0,10,673.0,10292,1216.0,3288,508102.0,0.0,1294,267.0,483.0,1391.0,770.0,377.0,,,,,,,,,
461,34.3370018005,2.0,1495739.25,38.3635434357,10,155.0,1041,25,400.0,307.0,238.0,352.0,721.0,1618.0,4324.0,276.0,10.0,243.012146366,58.0,232.309488516,1738.0,0.0690448791715,76.0,10,1462.0,701,1618.0,4477,506101.0,0.0,1981,244.0,782.0,1379.0,1296.0,776.0,,,,,,,,,
462,35.8019981384,,1559529.0,37.604304302,10,346.0,1043,33,191.0,350.0,248.0,299.0,718.0,1615.0,4548.0,368.0,42.0,251.377369006,264.0,220.623745187,1702.0,0.051116333725,824.0,10,1334.0,1667,1615.0,4709,506103.0,0.0,1860,297.0,864.0,1586.0,1320.0,642.0,,,,,,,,,
463,26.1539993286,,1139263.625,27.5822061787,10,278.0,1042,0,184.0,295.0,238.0,332.0,658.0,1523.0,3754.0,595.0,13.0,162.067866119,70.0,180.798297077,1606.0,0.0516811955168,301.0,10,1011.0,846,1523.0,3862,506102.0,0.0,1810,170.0,542.0,1311.0,1202.0,637.0,,,,,,,,,
464,30.2329998016,,1316936.625,47.3322181301,10,100.0,1040,18,202.0,438.0,265.0,324.0,790.0,1817.0,4459.0,736.0,91.0,238.274713714,182.0,187.432834891,1905.0,0.0461942257218,116.0,10,1169.0,691,1817.0,4650,506000.0,0.0,1972,298.0,616.0,1810.0,1293.0,633.0,,,,,,,,,
465,49.6819992065,3.0,2164142.75,63.161638842,10,312.0,1039,132,763.0,890.0,577.0,548.0,990.0,3005.0,6850.0,1654.0,257.0,284.918257242,580.0,289.877775334,3187.0,0.057106997176,790.0,10,1533.0,2705,3005.0,7027,505900.0,0.0,3203,399.0,948.0,2612.0,1616.0,1452.0,,,,,,,,,
466,38.5880012512,19.0,1680903.625,85.258648302,10,439.0,1038,8,1895.0,385.0,298.0,255.0,570.0,1508.0,3680.0,288.0,140.0,273.739910664,238.0,208.849280898,1600.0,0.0575,2328.0,10,1312.0,5059,1508.0,3816,505800.0,0.0,1828,258.0,562.0,1361.0,1023.0,612.0,,,,,,,,,
467,30.4379997253,10.0,1325876.125,65.3498329177,10,1517.0,1051,18,1897.0,666.0,372.0,368.0,566.0,1972.0,4507.0,1216.0,200.0,149.60571185,702.0,143.098472597,2162.0,0.0878815911193,495.0,10,946.0,4821,1972.0,4606,506401.0,0.0,2375,356.0,757.0,1898.0,1038.0,557.0,,,,,,,,,
468,32.7200012207,1.0,1425289.75,28.0931572746,10,265.0,1052,175,432.0,574.0,485.0,486.0,624.0,2169.0,5366.0,1440.0,66.0,177.854605425,136.0,199.022959532,2331.0,0.0694980694981,229.0,10,891.0,1129,2169.0,5578,506402.0,0.0,2493,375.0,901.0,2360.0,1282.0,660.0,,,,,,,,,
469,19.607000351,,854096.25,29.8442001235,10,227.0,1053,120,514.0,697.0,612.0,586.0,548.0,2443.0,7122.0,1946.0,20.0,100.572453161,101.0,145.276029216,2572.0,0.0501555209953,154.0,10,626.0,1016,2443.0,7608,506501.0,0.0,3195,623.0,1511.0,3412.0,1444.0,618.0,,,,,,,,,
470,46.9910011292,,2046925.25,59.1667543492,10,496.0,1048,0,267.0,482.0,428.0,527.0,1002.0,2439.0,6130.0,819.0,21.0,306.81783997,144.0,308.11477709,2559.0,0.0468933177022,132.0,10,1740.0,1060,2439.0,6425,506302.0,0.0,2986,427.0,1160.0,2292.0,1619.0,927.0,,,,,,,,,
471,34.1100006104,2.0,1485820.5,92.6214271419,10,129.0,1047,75,956.0,659.0,482.0,495.0,623.0,2259.0,5068.0,1751.0,17.0,185.403765852,183.0,174.819396356,2428.0,0.0696046128501,542.0,10,677.0,1829,2259.0,5236,506301.0,0.0,2554,299.0,672.0,2293.0,1227.0,745.0,,,,,,,,,
472,25.2709999084,2.0,1100814.375,45.9211798977,10,679.0,1049,0,697.0,562.0,394.0,451.0,632.0,2039.0,4920.0,1485.0,115.0,121.03412126,214.0,119.106205353,2160.0,0.0560185185185,44.0,10,675.0,1751,2039.0,5006,506304.0,0.0,2651,373.0,844.0,2409.0,1091.0,289.0,,,,,,,,,
473,25.3080005646,1.0,1102437.875,23.3851280862,10,224.0,1050,9,227.0,820.0,551.0,521.0,576.0,2468.0,6813.0,1828.0,119.0,113.158069183,165.0,169.176452714,2591.0,0.0474720185257,12.0,10,763.0,748,2468.0,7301,506305.0,0.0,2964,569.0,1585.0,3056.0,1447.0,644.0,,,,,,,,,
474,23.4459991455,,1021323.5625,20.8901309498,10,54.0,1059,9,129.0,342.0,318.0,310.0,526.0,1496.0,3831.0,716.0,11.0,138.898300115,42.0,159.557873075,1578.0,0.0519645120406,45.0,10,862.0,281,1496.0,3948,506605.0,0.0,2011,280.0,785.0,1527.0,1032.0,324.0,,,,,,,,,
475,36.033000946,1.0,1569589.0,66.5964651544,10,187.0,1056,0,619.0,433.0,356.0,349.0,540.0,1678.0,4293.0,688.0,38.0,195.05329952,189.0,189.921615444,1770.0,0.0519774011299,1103.0,10,1082.0,2137,1678.0,4556,506601.0,0.0,1980,292.0,921.0,1624.0,1167.0,552.0,,,,,,,,,
476,57.7849998474,4.0,2517106.25,70.2357518276,10,406.0,1044,224,696.0,499.0,431.0,439.0,1114.0,2483.0,6475.0,759.0,147.0,407.52320352,539.0,327.395945117,2637.0,0.058399696625,324.0,10,1878.0,2116,2483.0,6848,506202.0,0.0,2767,425.0,1179.0,2062.0,1766.0,1416.0,,,,,,,,,
477,43.2929992676,,1885858.5,65.0475389965,10,118.0,1046,10,608.0,439.0,345.0,414.0,856.0,2054.0,5631.0,482.0,9.0,282.208780163,149.0,252.375416252,2169.0,0.0530198248041,114.0,10,1687.0,998,2054.0,6048,506204.0,0.0,2539,389.0,1214.0,2017.0,1620.0,808.0,,,,,,,,,
478,24.6669998169,2.0,1074477.625,85.6835385597,10,761.0,1045,0,422.0,565.0,425.0,585.0,836.0,2411.0,6008.0,2150.0,84.0,136.135923891,336.0,132.83584673,2532.0,0.0477883096367,1223.0,10,382.0,2828,2411.0,6303,506203.0,0.0,2793,469.0,1030.0,3221.0,1209.0,374.0,,,,,,,,,
479,50.3720016479,4.0,2194207.75,68.5810729452,10,871.0,1093,30,551.0,525.0,368.0,520.0,1381.0,2794.0,7691.0,1038.0,136.0,363.790326134,110.0,316.136567672,2939.0,0.0493365090167,71.0,10,1901.0,1743,2794.0,8396,508002.0,0.0,3487,543.0,1838.0,3185.0,2177.0,653.0,,,,,,,,,
480,29.6469993591,,1291417.5,8.75650654431,10,126.0,1089,-1,243.0,152.0,106.0,139.0,676.0,1073.0,3128.0,,135.0,234.251560896,27.0,190.340062879,1114.0,0.0368043087971,10.0,10,1114.0,541,1073.0,3384,507904.0,0.0,1368,166.0,815.0,802.0,1133.0,468.0,,,,,,,,,
481,34.9430007935,,1522135.0,38.1680116773,10,123.0,1088,0,224.0,197.0,203.0,271.0,900.0,1571.0,4433.0,6.0,50.0,288.30334727,173.0,248.97020916,1634.0,0.0385556915545,104.0,10,1628.0,674,1571.0,4805,507903.0,0.0,1917,226.0,1143.0,1133.0,1681.0,622.0,,,,,,,,,
482,32.3409996033,,1408761.0,13.0160803772,10,94.0,1091,5,68.0,227.0,196.0,229.0,738.0,1390.0,4010.0,10.0,28.0,241.610081905,109.0,235.673310002,1449.0,0.0407177363699,8.0,10,1439.0,307,1390.0,4457,507906.0,0.0,1789,247.0,1056.0,1177.0,1325.0,652.0,,,,,,,,,
483,33.6049995422,,1463820.625,33.8211106693,10,531.0,1090,1,418.0,475.0,255.0,339.0,1012.0,2081.0,6101.0,1102.0,86.0,186.215286213,103.0,205.554614394,2211.0,0.0587969244686,187.0,10,1109.0,1325,2081.0,5856,507905.0,0.0,2335,274.0,1326.0,1947.0,1682.0,627.0,,,,,,,,,
484,51.9329986572,12.0,2262183.0,86.6505614602,10,963.0,1092,24,1895.0,556.0,342.0,440.0,1407.0,2745.0,7134.0,945.0,2573.0,350.807926704,349.0,302.267752646,2853.0,0.0378548895899,173.0,10,1908.0,5965,2745.0,7577,508001.0,0.0,2743,512.0,1472.0,2464.0,2021.0,1108.0,,,,,,,,,
485,60.4109992981,37.0,2631498.5,173.448587067,10,880.0,1094,14,2246.0,450.0,261.0,352.0,1194.0,2257.0,6219.0,643.0,2078.0,390.642067221,941.0,297.114441852,2364.0,0.0452622673435,722.0,10,1721.0,6904,2257.0,6812,508101.0,0.0,2476,479.0,1352.0,2277.0,1831.0,873.0,,,,,,,,,
486,42.9510002136,20.0,1870941.0,91.1415023649,10,521.0,1085,0,939.0,368.0,210.0,404.0,940.0,1922.0,5425.0,1171.0,185.0,245.514922815,277.0,232.830116107,2039.0,0.0573810691515,592.0,10,868.0,2534,1922.0,5944,507806.0,0.0,2192,332.0,1488.0,2116.0,1566.0,442.0,,,,,,,,,
487,48.7239990234,5.0,2122435.75,51.3053195373,10,206.0,1084,8,580.0,407.0,310.0,433.0,885.0,2035.0,5293.0,1179.0,57.0,148.657645484,163.0,183.493755136,2188.0,0.0699268738574,254.0,10,1009.0,1265,2035.0,5576,507805.0,0.0,2108,323.0,1092.0,1989.0,1561.0,611.0,,,,,,,,,
488,152.57800293,32.0,6646299.5,28.8974469786,10,302.0,1083,232,571.0,336.0,261.0,479.0,1610.0,2686.0,7236.0,580.0,108.0,601.661989502,162.0,606.878268654,2812.0,0.0448079658606,36.0,10,2232.0,1211,2686.0,7512,507703.0,0.0,2931,331.0,1513.0,1939.0,2564.0,1165.0,,,,,,,,,
489,180.636993408,3.0,7868548.5,16.6987606156,10,209.0,1082,0,671.0,230.0,145.0,235.0,1407.0,2017.0,5745.0,1.0,61.0,917.011472057,68.0,835.559829192,2092.0,0.0358508604207,14.0,10,2091.0,1026,2017.0,6170,507702.0,0.0,2666,270.0,1554.0,1321.0,2354.0,671.0,,,,,,,,,
490,60.4700012207,3.0,2634061.25,113.139285519,10,460.0,1081,0,703.0,205.0,95.0,175.0,878.0,1353.0,3809.0,142.0,322.0,478.91828835,263.0,269.873793282,1397.0,0.0314960629921,474.0,10,1255.0,2225,1353.0,4115,507701.0,0.0,1702,189.0,946.0,1060.0,1418.0,502.0,,,,,,,,,
491,22.6679992676,,987420.625,26.6636107244,10,108.0,1086,1,141.0,176.0,153.0,183.0,494.0,1006.0,2903.0,229.0,64.0,154.729708688,66.0,148.403750466,1053.0,0.0446343779677,272.0,10,824.0,651,1006.0,3228,507807.0,0.0,1094,158.0,853.0,868.0,964.0,385.0,,,,,,,,,
492,39.2890014648,,1711431.0,28.2811381508,10,420.0,1087,1,214.0,246.0,178.0,304.0,1021.0,1749.0,5117.0,273.0,81.0,265.948185549,154.0,257.749946677,1822.0,0.0400658616905,141.0,10,1549.0,1010,1749.0,5614,507808.0,0.0,2156,274.0,1453.0,1588.0,1714.0,585.0,,,,,,,,,
493,75.1029968262,4.0,3271492.25,32.4735742203,10,363.0,1077,5,345.0,272.0,122.0,206.0,1291.0,1891.0,5257.0,15.0,43.0,575.817751342,164.0,531.939110942,1947.0,0.0287621982537,26.0,10,1932.0,945,1891.0,5691,507401.0,0.0,2231,252.0,1244.0,1202.0,2048.0,945.0,,,,,,,,,
494,84.1230010986,5.0,3664397.75,41.7720181334,10,460.0,1079,2,333.0,273.0,154.0,257.0,1292.0,1976.0,5523.0,84.0,38.0,678.624535951,130.0,619.569243227,2047.0,0.0346849047386,211.0,10,1963.0,1177,1976.0,5919,507500.0,0.0,2211,261.0,1430.0,1135.0,2055.0,1038.0,,,,,,,,,
495,316.803985596,,13799981.0,6.88445183773,10,188.0,1080,0,176.0,230.0,80.0,156.0,1503.0,1969.0,5860.0,114.0,73.0,1592.44667413,70.0,1542.58907382,2060.0,0.0441747572816,14.0,10,1946.0,521,1969.0,5700,507600.0,0.0,2302,239.0,1235.0,1110.0,2252.0,864.0,,,,,,,,,
496,273.763000488,3.0,11925105.0,75.5982172297,10,409.0,1076,74,529.0,23.0,18.0,61.0,941.0,1043.0,2663.0,84.0,74.0,1270.98322299,234.0,1274.70854319,1095.0,0.0474885844749,73.0,10,1011.0,1322,1043.0,2785,507302.0,0.0,1233,112.0,519.0,543.0,1130.0,481.0,,,,,,,,,
497,194.837997437,2.0,8487157.0,22.0459909357,10,188.0,1075,95,642.0,376.0,208.0,267.0,1566.0,2417.0,6187.0,178.0,71.0,1616.71306566,252.0,1547.711906,2552.0,0.0528996865204,11.0,10,2374.0,1166,2417.0,6503,507301.0,0.0,2645,289.0,1304.0,1199.0,2323.0,1388.0,,,,,,,,,
498,52.9819984436,5.0,2307914.25,52.170155773,10,493.0,1078,24,676.0,219.0,138.0,213.0,884.0,1454.0,3784.0,114.0,181.0,377.307650797,192.0,344.310290077,1524.0,0.0459317585302,139.0,10,1410.0,1686,1454.0,3932,507402.0,0.0,1837,259.0,719.0,1088.0,1195.0,671.0,,,,,,,,,
499,56.3030014038,2.0,2452542.75,80.8747354777,10,459.0,1058,13,763.0,517.0,423.0,454.0,1133.0,2527.0,6815.0,447.0,108.0,413.595952094,180.0,355.409604648,2645.0,0.0446124763705,460.0,10,2198.0,1972,2527.0,7384,506604.0,0.0,3261,548.0,1521.0,2476.0,2068.0,771.0,,,,,,,,,
500,36.6489982605,,1596412.625,1.39803024677,10,108.0,1061,1,68.0,199.0,187.0,236.0,682.0,1304.0,3611.0,136.0,9.0,272.820895853,36.0,250.537132454,1381.0,0.0557566980449,12.0,10,1245.0,233,1304.0,3920,506701.0,0.0,1898,278.0,839.0,1284.0,1187.0,332.0,,,,,,,,,
501,30.0279998779,1.0,1307998.75,9.02700390271,10,85.0,1057,42,87.0,246.0,186.0,225.0,706.0,1363.0,3715.0,90.0,11.0,220.340589345,30.0,219.745168932,1421.0,0.0408163265306,21.0,10,1331.0,235,1363.0,4026,506603.0,0.0,1694,255.0,771.0,1217.0,1246.0,537.0,,,,,,,,,
502,28.0860004425,2.0,1223412.375,37.9994023993,10,102.0,1060,9,308.0,392.0,309.0,349.0,574.0,1624.0,4292.0,794.0,32.0,168.055184277,111.0,166.945683727,1704.0,0.0469483568075,205.0,10,910.0,760,1624.0,4508,506606.0,0.0,2047,303.0,816.0,1631.0,1211.0,547.0,,,,,,,,,
503,38.5600013733,7.0,1679674.0,87.2777642745,10,354.0,1055,7,896.0,912.0,520.0,489.0,569.0,2490.0,5641.0,1777.0,79.0,192.569923957,334.0,217.305043031,2618.0,0.0488922841864,185.0,10,841.0,1855,2490.0,5860,506503.0,0.0,2657,359.0,992.0,2313.0,1351.0,845.0,,,,,,,,,
504,69.3740005493,7.0,3021929.25,260.634722261,10,2001.0,1054,3,1027.0,571.0,398.0,402.0,646.0,2017.0,4212.0,1220.0,1635.0,337.973167161,2250.0,163.431566239,2197.0,0.0819299044151,941.0,10,970.0,7861,2017.0,4206,506502.0,0.0,2398,208.0,591.0,1809.0,1219.0,379.0,,,,,,,,,
505,39.5120010376,,1721141.625,17.6518651612,10,123.0,1062,11,66.0,381.0,314.0,382.0,948.0,2025.0,5353.0,689.0,71.0,250.24104991,123.0,289.263936312,2143.0,0.0550629958003,15.0,10,1454.0,398,2025.0,5563,506702.0,0.0,2772,393.0,1161.0,2149.0,1447.0,413.0,,,,,,,,,
506,30.8850002289,2.0,1345340.25,47.7436916433,10,208.0,1063,10,1389.0,389.0,206.0,235.0,556.0,1386.0,3408.0,427.0,137.0,231.745879018,148.0,208.781730095,1469.0,0.0565010211028,34.0,10,1042.0,1918,1386.0,3623,506703.0,0.0,1678,189.0,644.0,1204.0,1066.0,520.0,,,,,,,,,
507,79.108001709,2.0,3445965.0,54.3254884868,10,251.0,1073,1,206.0,309.0,190.0,258.0,1091.0,1848.0,4373.0,301.0,420.0,486.117646736,136.0,485.592139213,1957.0,0.0556974961676,85.0,10,1656.0,1100,1848.0,4528,507205.0,0.0,2116,182.0,731.0,958.0,1847.0,810.0,,,,,,,,,
508,41.7879981995,14.0,1820291.125,74.8570002213,10,609.0,1072,25,345.0,212.0,110.0,192.0,602.0,1116.0,2577.0,376.0,277.0,168.4210465,577.0,183.32216354,1203.0,0.072319201995,11.0,10,827.0,1833,1116.0,2640,507203.0,0.0,1238,118.0,510.0,778.0,914.0,320.0,,,,,,,,,
509,40.3559989929,1.0,1757905.0,63.0185810514,10,787.0,1071,1,555.0,263.0,183.0,247.0,611.0,1304.0,2740.0,718.0,163.0,195.11915268,395.0,145.325361611,1387.0,0.0598413842826,147.0,10,669.0,2048,1304.0,2763,507100.0,0.0,1462,117.0,428.0,1192.0,820.0,206.0,,,,,,,,,
